ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777261731	3.50	3.41	2.97	1848	6088	16	10381834136	1614844357
1777261743	3.26	3.36	2.96	1826	6110	16	10381891677	1615133705
1777261754	2.86	3.26	2.94	1852	6084	16	10382367679	1616304272
1777261765	2.57	3.19	2.92	1889	6047	16	10383065223	1617907367
1777261776	2.41	3.13	2.90	1915	6021	16	10384316876	1618417642
1777261788	3.43	3.32	2.97	1935	6002	16	10388318010	1619186561
1777261799	3.89	3.44	3.01	1961	5976	16	10392575567	1619964848
1777261811	3.98	3.47	3.03	1942	5994	16	10393661526	1620358683
1777261823	3.37	3.36	2.99	1946	5991	16	10393726187	1620639230
1777261834	3.20	3.32	2.99	1922	6015	16	10397109336	1621358690
1777261845	4.25	3.54	3.06	1937	5999	16	10401099586	1622093918
1777261857	3.60	3.43	3.03	1927	6010	16	10404252189	1622797699
1777261868	3.04	3.31	3.00	1966	5970	16	10404310809	1623051372
1777261880	3.64	3.42	3.04	1944	5992	16	10405620858	1623523580
1777261891	3.99	3.50	3.07	1940	5996	16	10409609986	1624293933
1777261902	4.44	3.62	3.11	1947	5989	16	10413598598	1625030446
1777261914	4.22	3.62	3.12	1950	5986	16	10414908793	1625467448
1777261925	3.73	3.53	3.10	1948	5988	16	10414973405	1625748000
1777261936	3.68	3.53	3.10	1968	5969	16	10418371375	1626467229
1777261949	5.45	3.93	3.24	1941	5995	16	10422537474	1627242200
1777261960	4.61	3.80	3.20	1955	5981	16	10425496748	1627877712
1777261972	3.90	3.67	3.17	1960	5976	16	10425553163	1628123682
1777261983	3.94	3.68	3.18	1952	5984	16	10427245676	1628643347
1777261995	5.12	3.96	3.28	1941	5996	16	10431288326	1629414454
1777262006	5.49	4.08	3.32	1936	6000	16	10435275722	1630183638
1777262017	4.87	3.99	3.30	1957	5979	16	10436141589	1630570328
