ts	repeat	pod	cpu	mem
1777263301	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263301	1	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263301	1	postgres-0	100m	325Mi
1777263302	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263302	1	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263302	1	postgres-0	100m	325Mi
1777263303	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263303	1	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263303	1	postgres-0	100m	325Mi
1777263304	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263304	1	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263304	1	postgres-0	100m	325Mi
1777263305	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263305	1	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263305	1	postgres-0	100m	325Mi
1777263307	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263307	1	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263307	1	postgres-0	100m	325Mi
1777263308	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263308	1	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263308	1	postgres-0	100m	325Mi
1777263309	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263309	1	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263309	1	postgres-0	100m	325Mi
1777263310	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263310	1	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263310	1	postgres-0	100m	325Mi
1777263311	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263311	1	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263311	1	postgres-0	100m	325Mi
1777263312	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263312	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263312	1	postgres-0	168m	332Mi
1777263313	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263313	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263313	1	postgres-0	168m	332Mi
1777263314	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263314	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263314	1	postgres-0	168m	332Mi
1777263315	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263315	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263315	1	postgres-0	168m	332Mi
1777263316	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263316	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263316	1	postgres-0	168m	332Mi
1777263317	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263317	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263317	1	postgres-0	168m	332Mi
1777263318	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263318	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263318	1	postgres-0	168m	332Mi
1777263319	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263319	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263319	1	postgres-0	168m	332Mi
1777263320	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263320	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263320	1	postgres-0	168m	332Mi
1777263321	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263321	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263321	1	postgres-0	168m	332Mi
1777263322	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263322	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263322	1	postgres-0	168m	332Mi
1777263323	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263323	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263323	1	postgres-0	168m	332Mi
1777263325	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263325	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263325	1	postgres-0	168m	332Mi
1777263326	1	hermod-coordinator-6ffb5b949d-jzbvj	640m	92Mi
1777263326	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263326	1	postgres-0	168m	332Mi
1777263327	1	hermod-coordinator-6ffb5b949d-jzbvj	1051m	178Mi
1777263327	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263327	1	postgres-0	382m	334Mi
1777263328	1	hermod-coordinator-6ffb5b949d-jzbvj	1051m	178Mi
1777263328	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263328	1	postgres-0	382m	334Mi
1777263329	1	hermod-coordinator-6ffb5b949d-jzbvj	1051m	178Mi
1777263329	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263329	1	postgres-0	382m	334Mi
1777263330	1	hermod-coordinator-6ffb5b949d-jzbvj	1051m	178Mi
1777263330	1	nanomq-7fc8f7cb84-qjlv6	157m	2Mi
1777263330	1	postgres-0	382m	334Mi
1777263352	2	hermod-coordinator-6ffb5b949d-jzbvj	1231m	166Mi
1777263352	2	nanomq-7fc8f7cb84-qjlv6	485m	1Mi
1777263352	2	postgres-0	382m	334Mi
1777263353	2	hermod-coordinator-6ffb5b949d-jzbvj	1231m	166Mi
1777263353	2	nanomq-7fc8f7cb84-qjlv6	485m	1Mi
1777263353	2	postgres-0	382m	334Mi
1777263354	2	hermod-coordinator-6ffb5b949d-jzbvj	1231m	166Mi
1777263354	2	nanomq-7fc8f7cb84-qjlv6	485m	1Mi
1777263354	2	postgres-0	382m	334Mi
1777263356	2	hermod-coordinator-6ffb5b949d-jzbvj	1231m	166Mi
1777263356	2	nanomq-7fc8f7cb84-qjlv6	485m	1Mi
1777263356	2	postgres-0	382m	334Mi
1777263357	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263357	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263357	2	postgres-0	177m	334Mi
1777263358	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263358	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263358	2	postgres-0	177m	334Mi
1777263359	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263359	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263359	2	postgres-0	177m	334Mi
1777263360	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263360	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263360	2	postgres-0	177m	334Mi
1777263361	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263361	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263361	2	postgres-0	177m	334Mi
1777263362	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263362	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263362	2	postgres-0	177m	334Mi
1777263363	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263363	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263363	2	postgres-0	177m	334Mi
1777263364	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263364	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263364	2	postgres-0	177m	334Mi
1777263365	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263365	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263365	2	postgres-0	177m	334Mi
1777263366	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263366	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263366	2	postgres-0	177m	334Mi
1777263367	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263367	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263367	2	postgres-0	177m	334Mi
1777263368	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263368	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263368	2	postgres-0	177m	334Mi
1777263369	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263369	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263369	2	postgres-0	177m	334Mi
1777263370	2	hermod-coordinator-6ffb5b949d-jzbvj	12m	166Mi
1777263370	2	nanomq-7fc8f7cb84-qjlv6	1m	1Mi
1777263370	2	postgres-0	177m	334Mi
1777263371	2	hermod-coordinator-6ffb5b949d-jzbvj	996m	184Mi
1777263371	2	nanomq-7fc8f7cb84-qjlv6	565m	1Mi
1777263371	2	postgres-0	125m	335Mi
1777263372	2	hermod-coordinator-6ffb5b949d-jzbvj	996m	184Mi
1777263372	2	nanomq-7fc8f7cb84-qjlv6	565m	1Mi
1777263372	2	postgres-0	125m	335Mi
1777263374	2	hermod-coordinator-6ffb5b949d-jzbvj	996m	184Mi
1777263374	2	nanomq-7fc8f7cb84-qjlv6	565m	1Mi
1777263374	2	postgres-0	125m	335Mi
1777263375	2	hermod-coordinator-6ffb5b949d-jzbvj	996m	184Mi
1777263375	2	nanomq-7fc8f7cb84-qjlv6	565m	1Mi
1777263375	2	postgres-0	125m	335Mi
1777263376	2	hermod-coordinator-6ffb5b949d-jzbvj	996m	184Mi
1777263376	2	nanomq-7fc8f7cb84-qjlv6	565m	1Mi
1777263376	2	postgres-0	125m	335Mi
1777263377	2	hermod-coordinator-6ffb5b949d-jzbvj	996m	184Mi
1777263377	2	nanomq-7fc8f7cb84-qjlv6	565m	1Mi
1777263377	2	postgres-0	125m	335Mi
1777263378	2	hermod-coordinator-6ffb5b949d-jzbvj	996m	184Mi
1777263378	2	nanomq-7fc8f7cb84-qjlv6	565m	1Mi
1777263378	2	postgres-0	125m	335Mi
1777263379	2	hermod-coordinator-6ffb5b949d-jzbvj	996m	184Mi
1777263379	2	nanomq-7fc8f7cb84-qjlv6	565m	1Mi
1777263379	2	postgres-0	125m	335Mi
1777263380	2	hermod-coordinator-6ffb5b949d-jzbvj	996m	184Mi
1777263380	2	nanomq-7fc8f7cb84-qjlv6	565m	1Mi
1777263380	2	postgres-0	125m	335Mi
1777263381	2	hermod-coordinator-6ffb5b949d-jzbvj	996m	184Mi
