ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777273972	1.14	1.50	1.90	1517	6420	15	14564683472	2306651892
1777273984	1.05	1.47	1.88	1503	6434	15	14566589410	2307170775
1777273994	0.96	1.44	1.87	1499	6438	15	14568502302	2307662836
1777274005	0.81	1.39	1.85	1505	6431	15	14569913564	2308032507
1777274016	0.69	1.34	1.83	1507	6430	15	14569944337	2308109009
1777274027	0.60	1.29	1.80	1507	6429	15	14571599158	2308556668
1777274037	0.51	1.25	1.78	1525	6412	15	14573589301	2309085778
1777274049	0.43	1.21	1.76	1502	6435	15	14575287577	2309534733
1777274059	0.36	1.17	1.74	1503	6433	15	14575318557	2309611369
1777274070	0.31	1.13	1.72	1504	6432	15	14576568427	2309975044
1777274081	0.26	1.09	1.71	1503	6433	15	14578476175	2310466778
1777274091	0.28	1.05	1.68	1495	6441	15	14580384564	2310958113
1777274102	0.24	1.02	1.66	1516	6420	15	14580683266	2311079572
1777274113	0.36	1.02	1.66	1501	6435	15	14581644264	2311398405
1777274124	0.30	0.98	1.64	1489	6447	15	14583555677	2311889960
1777274135	0.33	0.97	1.63	1489	6448	15	14585470757	2312381535
1777274146	0.28	0.93	1.61	1500	6437	15	14586060438	2312548077
1777274157	0.36	0.92	1.59	1508	6429	15	14586663627	2312784103
1777274167	0.31	0.89	1.57	1520	6416	15	14588649276	2313278782
1777274178	0.26	0.86	1.56	1489	6448	15	14590572969	2313810841
1777274189	0.22	0.83	1.54	1495	6441	15	14591435457	2314090626
