ts	repeat	pod	cpu	mem
1777264514	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264514	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264514	1	postgres-0	45m	325Mi
1777264515	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264515	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264515	1	postgres-0	45m	325Mi
1777264516	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264516	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264516	1	postgres-0	45m	325Mi
1777264517	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264517	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264517	1	postgres-0	45m	325Mi
1777264518	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264518	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264518	1	postgres-0	45m	325Mi
1777264519	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264519	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264519	1	postgres-0	45m	325Mi
1777264520	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264520	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264520	1	postgres-0	45m	325Mi
1777264521	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264521	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264521	1	postgres-0	45m	325Mi
1777264522	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264522	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264522	1	postgres-0	45m	325Mi
1777264523	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264523	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264523	1	postgres-0	45m	325Mi
1777264525	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264525	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264525	1	postgres-0	45m	325Mi
1777264526	1	hermod-coordinator-595b8db5b8-d86cm	962m	90Mi
1777264526	1	nanomq-7f77477dc5-49kb2	1m	1Mi
1777264526	1	postgres-0	45m	325Mi
1777264527	1	hermod-coordinator-595b8db5b8-d86cm	406m	128Mi
1777264527	1	nanomq-7f77477dc5-49kb2	345m	2Mi
1777264527	1	postgres-0	56m	325Mi
1777264528	1	hermod-coordinator-595b8db5b8-d86cm	406m	128Mi
