ts	pid	vm_rss_kb	vm_size_kb	threads	rchar	wchar	read_bytes	write_bytes
1777260208	1	130096	8532284	20	359689	4490	0	4096
1777260219	1	181232	8532300	20	405650	335392	0	4096
1777260231	1	184056	8532300	20	426725	335392	0	4096
1777260243	1	242312	8607708	21	493983	335401	0	4096
1777260254	1	245660	8607716	21	555474	335401	0	4096
1777260266	1	244344	8607716	21	587619	335401	0	4096
1777260277	1	244368	8607716	21	587620	335417	0	4096
1777260288	1	236632	8607668	19	644494	335417	0	4096
1777260300	1	233520	8607696	20	710657	335432	0	4096
1777260311	1	230104	8607672	19	773060	335448	0	4096
1777260322	1	230376	8607668	19	773061	335464	0	4096
1777260334	1	233456	8902984	25	796123	335555	0	4096
1777260345	1	241484	8976796	26	860479	335570	0	4096
1777260357	1	238540	9050620	27	924831	335585	0	4096
1777260368	1	234360	9050612	27	957009	335601	0	4096
1777260380	1	234424	9050616	27	957042	335617	0	4096
1777260391	1	260788	9017448	21	1010282	335648	0	4096
1777260402	1	240288	9017420	20	1074602	335648	0	4096
1777260413	1	237952	9017444	21	1138901	335680	0	4096
1777260425	1	233624	9017424	20	1140752	335696	0	4096
1777260437	1	241616	9009160	20	1163689	335743	0	4096
1777260448	1	240916	9009164	20	1228022	335759	0	4096
1777260459	1	241340	9009144	19	1292304	335775	0	4096
1777260471	1	240524	9009140	19	1324459	335791	0	4096
1777260482	1	240524	9009164	20	1324460	335807	0	4096
