ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777260207	1.54	2.35	2.74	1791	6145	16	9958998608	1530323513
1777260218	1.43	2.29	2.71	1844	6092	16	9960104678	1532791716
1777260230	1.53	2.28	2.70	1870	6067	16	9960276302	1533159230
1777260242	1.52	2.25	2.69	1914	6022	16	9968541694	1534040087
1777260254	3.00	2.55	2.78	1928	6008	16	9976466981	1534913036
1777260265	2.53	2.46	2.75	1925	6011	16	9980758799	1535506506
1777260276	2.22	2.40	2.73	1925	6011	16	9980815264	1535752626
1777260287	1.88	2.32	2.70	1910	6027	16	9985242366	1536420455
1777260299	2.31	2.40	2.72	1906	6030	16	9993429333	1537300267
1777260311	3.05	2.55	2.76	1905	6032	16	10001185439	1538131526
1777260322	2.66	2.48	2.74	1918	6018	16	10001467434	1538426793
1777260333	2.62	2.48	2.73	1905	6032	16	10002207266	1538771099
1777260345	3.26	2.61	2.77	1927	6010	16	10009980895	1539639593
1777260356	3.16	2.61	2.77	1932	6004	16	10017870305	1540509956
1777260367	2.67	2.52	2.74	1908	6028	16	10022129795	1541136604
1777260379	2.29	2.45	2.71	1920	6016	16	10022186418	1541382689
1777260390	2.66	2.52	2.73	1917	6020	16	10026569523	1542047140
1777260401	2.33	2.45	2.71	1923	6013	16	10034292267	1542876679
1777260413	2.68	2.52	2.73	1923	6013	16	10042070315	1543741467
1777260424	2.49	2.49	2.71	1913	6024	16	10042834222	1544051901
1777260436	2.11	2.41	2.68	1906	6031	16	10043709702	1544433359
1777260448	3.24	2.64	2.76	1922	6015	16	10051482065	1545263851
1777260459	4.71	2.99	2.87	1922	6015	16	10059227484	1546130072
1777260470	4.58	3.02	2.88	1932	6004	16	10063476389	1546718861
1777260481	3.87	2.92	2.85	1927	6010	16	10063533057	1546965118
