ts	repeat	pod	cpu	mem
1777258693	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258693	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258693	1	postgres-0	90m	54Mi
1777258694	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258694	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258694	1	postgres-0	90m	54Mi
1777258695	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258695	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258695	1	postgres-0	90m	54Mi
1777258696	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258696	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258696	1	postgres-0	90m	54Mi
1777258697	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258697	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258697	1	postgres-0	90m	54Mi
1777258698	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258698	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258698	1	postgres-0	90m	54Mi
1777258699	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258699	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258699	1	postgres-0	90m	54Mi
1777258700	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258700	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258700	1	postgres-0	90m	54Mi
1777258701	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258701	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258701	1	postgres-0	90m	54Mi
1777258702	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258702	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258702	1	postgres-0	90m	54Mi
1777258703	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258703	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258703	1	postgres-0	90m	54Mi
1777258704	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258704	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258704	1	postgres-0	90m	54Mi
1777258705	1	hermod-coordinator-68dcbd4d99-5mq54	631m	93Mi
1777258705	1	nanomq-76bd7959b5-nxj6x	1m	1Mi
1777258705	1	postgres-0	90m	54Mi
1777258706	1	hermod-coordinator-68dcbd4d99-5mq54	828m	134Mi
1777258706	1	nanomq-76bd7959b5-nxj6x	14m	1Mi
1777258706	1	postgres-0	69m	58Mi
1777258707	1	hermod-coordinator-68dcbd4d99-5mq54	828m	134Mi
1777258707	1	nanomq-76bd7959b5-nxj6x	14m	1Mi
1777258707	1	postgres-0	69m	58Mi
1777258708	1	hermod-coordinator-68dcbd4d99-5mq54	828m	134Mi
1777258708	1	nanomq-76bd7959b5-nxj6x	14m	1Mi
1777258708	1	postgres-0	69m	58Mi
1777258710	1	hermod-coordinator-68dcbd4d99-5mq54	828m	134Mi
1777258710	1	nanomq-76bd7959b5-nxj6x	14m	1Mi
1777258710	1	postgres-0	69m	58Mi
1777258711	1	hermod-coordinator-68dcbd4d99-5mq54	828m	134Mi
1777258711	1	nanomq-76bd7959b5-nxj6x	14m	1Mi
1777258711	1	postgres-0	69m	58Mi
1777258712	1	hermod-coordinator-68dcbd4d99-5mq54	828m	134Mi
1777258712	1	nanomq-76bd7959b5-nxj6x	14m	1Mi
1777258712	1	postgres-0	69m	58Mi
1777258713	1	hermod-coordinator-68dcbd4d99-5mq54	828m	134Mi
1777258713	1	nanomq-76bd7959b5-nxj6x	14m	1Mi
1777258713	1	postgres-0	69m	58Mi
1777258714	1	hermod-coordinator-68dcbd4d99-5mq54	828m	134Mi
1777258714	1	nanomq-76bd7959b5-nxj6x	14m	1Mi
1777258714	1	postgres-0	69m	58Mi
1777258715	1	hermod-coordinator-68dcbd4d99-5mq54	828m	134Mi
