ts	pid	vm_rss_kb	vm_size_kb	threads	rchar	wchar	read_bytes	write_bytes
1777260503	1	132300	8607536	19	NA	NA	NA	NA
1777260514	1	129136	8384680	18	359531	4463	0	4096
1777260525	1	163200	8532324	20	380864	169221	0	4096
1777260537	1	181560	8532312	20	405596	335395	0	4096
1777260548	1	210020	8680144	22	432622	335425	0	4096
1777260559	1	224716	8755552	23	506922	335434	0	4096
1777260572	1	238316	8755532	22	558548	335434	0	4096
1777260583	1	234716	8755464	19	560404	335434	0	4096
1777260594	1	235084	8755460	19	560406	335466	0	4096
1777260605	1	242968	8755460	19	611789	335466	0	4096
1777260616	1	238180	8755464	19	680507	335466	0	4096
1777260628	1	234044	8747208	19	710836	335482	0	4096
1777260639	1	234200	8747176	18	710836	335482	0	4096
1777260651	1	242364	8747256	21	735738	335559	0	4096
1777260662	1	258544	8747276	22	804462	335559	0	4096
1777260673	1	241152	8747276	22	857727	335575	0	4096
1777260684	1	225020	8747256	21	861442	335575	0	4096
1777260696	1	228568	8747208	19	861443	335591	0	4096
1777260707	1	232860	8747204	19	912820	335607	0	4096
1777260719	1	233204	8747204	19	985275	335623	0	4096
1777260730	1	245916	8747204	19	1013787	335654	0	4096
1777260741	1	245932	8747228	20	1013821	335686	0	4096
1777260752	1	242864	8747248	21	1036770	335701	0	4096
1777260764	1	239288	8747252	21	1088202	335717	0	4096
1777260776	1	238896	8747256	21	1158801	335733	0	4096
1777260787	1	239072	8747204	19	1164370	335749	0	4096
