ts	repeat	pod	cpu	mem
1777260544	1	hermod-coordinator-54bbcdd7ff-fcp6z	1112m	81Mi
1777260544	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260544	1	postgres-0	111m	319Mi
1777260545	1	hermod-coordinator-54bbcdd7ff-fcp6z	1112m	81Mi
1777260545	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260545	1	postgres-0	111m	319Mi
1777260546	1	hermod-coordinator-54bbcdd7ff-fcp6z	1112m	81Mi
1777260546	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260546	1	postgres-0	111m	319Mi
1777260547	1	hermod-coordinator-54bbcdd7ff-fcp6z	1112m	81Mi
1777260547	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260547	1	postgres-0	111m	319Mi
1777260548	1	hermod-coordinator-54bbcdd7ff-fcp6z	1112m	81Mi
1777260548	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260548	1	postgres-0	111m	319Mi
1777260549	1	hermod-coordinator-54bbcdd7ff-fcp6z	1112m	81Mi
1777260549	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260549	1	postgres-0	111m	319Mi
1777260550	1	hermod-coordinator-54bbcdd7ff-fcp6z	1112m	81Mi
1777260550	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260550	1	postgres-0	111m	319Mi
1777260551	1	hermod-coordinator-54bbcdd7ff-fcp6z	1112m	81Mi
1777260551	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260551	1	postgres-0	111m	319Mi
1777260552	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260552	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260552	1	postgres-0	69m	320Mi
1777260553	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260553	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260553	1	postgres-0	69m	320Mi
1777260554	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260554	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260554	1	postgres-0	69m	320Mi
1777260555	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260555	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260555	1	postgres-0	69m	320Mi
1777260556	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260556	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260556	1	postgres-0	69m	320Mi
1777260557	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260557	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260557	1	postgres-0	69m	320Mi
1777260558	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260558	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260558	1	postgres-0	69m	320Mi
1777260559	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260559	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260559	1	postgres-0	69m	320Mi
1777260561	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260561	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260561	1	postgres-0	69m	320Mi
1777260562	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260562	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260562	1	postgres-0	69m	320Mi
1777260563	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260563	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260563	1	postgres-0	69m	320Mi
1777260564	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260564	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260564	1	postgres-0	69m	320Mi
1777260565	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260565	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260565	1	postgres-0	69m	320Mi
1777260566	1	hermod-coordinator-54bbcdd7ff-fcp6z	378m	95Mi
1777260566	1	nanomq-54f8bc8c79-r9bw4	1m	1Mi
1777260566	1	postgres-0	69m	320Mi
1777260567	1	hermod-coordinator-54bbcdd7ff-fcp6z	894m	138Mi
1777260567	1	nanomq-54f8bc8c79-r9bw4	420m	1Mi
1777260567	1	postgres-0	147m	321Mi
1777260568	1	hermod-coordinator-54bbcdd7ff-fcp6z	894m	138Mi
1777260568	1	nanomq-54f8bc8c79-r9bw4	420m	1Mi
1777260568	1	postgres-0	147m	321Mi
1777260569	1	hermod-coordinator-54bbcdd7ff-fcp6z	894m	138Mi
1777260569	1	nanomq-54f8bc8c79-r9bw4	420m	1Mi
1777260569	1	postgres-0	147m	321Mi
1777260570	1	hermod-coordinator-54bbcdd7ff-fcp6z	894m	138Mi
1777260570	1	nanomq-54f8bc8c79-r9bw4	420m	1Mi
1777260570	1	postgres-0	147m	321Mi
1777260571	1	hermod-coordinator-54bbcdd7ff-fcp6z	894m	138Mi
1777260571	1	nanomq-54f8bc8c79-r9bw4	420m	1Mi
1777260571	1	postgres-0	147m	321Mi
1777260572	1	hermod-coordinator-54bbcdd7ff-fcp6z	894m	138Mi
1777260572	1	nanomq-54f8bc8c79-r9bw4	420m	1Mi
1777260572	1	postgres-0	147m	321Mi
1777260573	1	hermod-coordinator-54bbcdd7ff-fcp6z	894m	138Mi
1777260573	1	nanomq-54f8bc8c79-r9bw4	420m	1Mi
1777260573	1	postgres-0	147m	321Mi
1777260595	2	hermod-coordinator-54bbcdd7ff-fcp6z	837m	150Mi
1777260595	2	nanomq-54f8bc8c79-r9bw4	472m	2Mi
1777260595	2	postgres-0	152m	323Mi
1777260596	2	hermod-coordinator-54bbcdd7ff-fcp6z	70m	146Mi
1777260596	2	nanomq-54f8bc8c79-r9bw4	157m	1Mi
1777260596	2	postgres-0	10m	323Mi
1777260598	2	hermod-coordinator-54bbcdd7ff-fcp6z	70m	146Mi
1777260598	2	nanomq-54f8bc8c79-r9bw4	157m	1Mi
1777260598	2	postgres-0	10m	323Mi
1777260599	2	hermod-coordinator-54bbcdd7ff-fcp6z	70m	146Mi
1777260599	2	nanomq-54f8bc8c79-r9bw4	157m	1Mi
1777260599	2	postgres-0	10m	323Mi
1777260600	2	hermod-coordinator-54bbcdd7ff-fcp6z	70m	146Mi
1777260600	2	nanomq-54f8bc8c79-r9bw4	157m	1Mi
1777260600	2	postgres-0	10m	323Mi
