ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777260502	2.77	2.73	2.79	1834	6102	16	10063649830	1547571316
1777260514	2.84	2.76	2.80	1811	6125	16	10063706540	1547860695
1777260525	2.49	2.68	2.77	1841	6095	16	10064243095	1549160501
1777260536	2.69	2.72	2.79	1859	6078	16	10064880488	1550637536
1777260547	2.35	2.65	2.76	1891	6045	16	10066338286	1551156730
1777260559	2.27	2.62	2.75	1899	6037	16	10070353074	1551928099
1777260570	2.40	2.63	2.75	1936	6000	16	10074619719	1552743826
1777260582	2.03	2.54	2.72	1917	6019	16	10075492640	1553130937
1777260593	1.66	2.44	2.68	1915	6022	16	10075557044	1553411619
1777260605	1.72	2.42	2.67	1928	6008	16	10078887870	1554098675
1777260616	1.94	2.44	2.68	1923	6014	16	10082841994	1554862663
1777260627	2.08	2.46	2.68	1922	6014	16	10086076497	1555535250
1777260638	1.77	2.37	2.65	1931	6005	16	10086135060	1555788852
1777260650	2.13	2.43	2.66	1918	6019	16	10087485848	1556262664
1777260661	2.62	2.53	2.69	1945	5991	16	10091472177	1557033085
1777260673	2.62	2.53	2.69	1926	6010	16	10095423270	1557769660
1777260684	2.10	2.42	2.65	1910	6026	16	10096734614	1558238751
1777260695	2.30	2.45	2.66	1920	6017	16	10096803453	1558543247
1777260706	2.16	2.42	2.65	1936	6001	16	10099946818	1559220558
1777260718	2.47	2.47	2.66	1927	6009	16	10103891135	1559990027
1777260729	2.20	2.42	2.64	1929	6008	16	10107335130	1560672137
1777260741	1.86	2.34	2.61	1925	6011	16	10107393492	1560925811
1777260752	1.65	2.28	2.59	1935	6001	16	10108417463	1561352633
1777260763	2.33	2.41	2.63	1922	6015	16	10112384964	1562122001
1777260774	3.21	2.59	2.68	1948	5988	16	10116548077	1562898220
1777260787	3.17	2.60	2.69	1930	6006	16	10117979546	1563339771
