ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777269968	3.34	3.33	2.56	1846	6090	16	12317647914	2078817123
1777269979	2.90	3.23	2.54	1874	6063	16	12319150000	2082130947
1777269991	2.67	3.17	2.53	1872	6064	16	12321123697	2086484076
1777270002	2.26	3.07	2.50	1863	6073	16	12322914727	2090410126
1777270013	2.21	3.03	2.49	1855	6081	16	12322990952	2090744219
1777270025	2.16	3.00	2.49	2030	5906	16	12333500087	2091609113
1777270036	2.53	3.04	2.51	2061	5876	16	12345891988	2092589075
1777270048	2.78	3.08	2.53	2111	5826	16	12353518620	2093319609
1777270060	2.65	3.04	2.52	2094	5843	16	12353575296	2093568807
1777270071	2.06	2.89	2.48	2097	5840	16	12358344195	2094157316
1777270082	1.82	2.81	2.46	2050	5886	16	12370118810	2095086074
1777270094	2.07	2.83	2.47	2057	5879	16	12381804417	2096013143
1777270105	1.96	2.77	2.46	2090	5847	16	12384158855	2096397839
1777270117	1.66	2.68	2.43	2058	5878	16	12384225229	2096689620
1777270128	2.95	2.92	2.51	2046	5890	16	12395367806	2097602351
1777270140	4.21	3.19	2.60	2054	5883	16	12406981236	2098531952
1777270153	5.86	3.63	2.76	2079	5857	16	12414734768	2099261994
1777270164	4.96	3.51	2.73	2089	5848	16	12414795589	2099560730
