ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777262964	4.66	5.79	5.03	1809	6127	16	10699656703	1681449787
1777262975	3.94	5.59	4.98	1834	6102	16	10699713671	1681737967
1777262987	3.57	5.46	4.94	1845	6091	16	10700265158	1683069718
1777262998	3.32	5.34	4.91	1872	6064	16	10700887576	1684513379
1777263009	3.14	5.20	4.87	1894	6042	16	10702382021	1685031998
1777263021	2.97	5.09	4.84	1918	6018	16	10706401581	1685799499
1777263032	3.37	5.11	4.84	1928	6009	16	10710378824	1686567666
1777263044	2.77	4.89	4.78	1945	5991	16	10711482771	1686997002
1777263055	2.56	4.77	4.74	1920	6016	16	10711547223	1687277652
1777263067	2.65	4.72	4.72	1931	6005	16	10714852352	1687960318
1777263078	2.78	4.68	4.71	1938	5998	16	10718808642	1688727979
1777263089	2.60	4.54	4.67	1932	6004	16	10722066300	1689401007
1777263101	2.20	4.39	4.62	1939	5997	16	10722124552	1689654575
1777263112	2.26	4.33	4.59	1943	5994	16	10723828029	1690175048
1777263124	3.92	4.61	4.68	1951	5985	16	10727816927	1690943554
1777263136	3.48	4.49	4.64	1943	5994	16	10731804548	1691710843
1777263147	3.02	4.36	4.59	1931	6005	16	10732713559	1692098342
1777263158	2.55	4.21	4.54	1930	6007	16	10732778061	1692379069
1777263169	2.58	4.14	4.51	1922	6014	16	10736075662	1693060477
1777263181	2.95	4.17	4.52	1955	5981	16	10740261725	1693869624
1777263193	3.22	4.18	4.52	1936	6001	16	10743299318	1694508424
1777263204	2.50	3.97	4.45	1948	5989	16	10743355732	1694754288
1777263215	2.20	3.86	4.40	1946	5990	16	10744781635	1695229949
1777263226	2.31	3.83	4.39	1931	6005	16	10748736022	1695997065
1777263238	2.92	3.90	4.41	1938	5998	16	10752685020	1696765266
1777263249	2.42	3.74	4.35	1947	5990	16	10753943227	1697200795
