ts	pid	vm_rss_kb	vm_size_kb	threads	rchar	wchar	read_bytes	write_bytes
1777262053	1	135616	8532364	20	360681	19262	0	4096
1777262064	1	179812	8532352	20	405652	579411	0	4096
1777262076	1	182332	8680184	22	425510	886678	0	4096
1777262087	1	255592	8755592	23	486058	10469483	0	4096
1777262099	1	296612	8829408	24	550562	23668478	0	4096
1777262110	1	270160	8832588	23	614830	32462437	0	4096
1777262122	1	270180	8832588	23	614864	32463238	0	4096
1777262133	1	252704	8832540	21	678198	40830296	0	4096
1777262145	1	271348	8832584	23	755476	53791216	0	4096
1777262156	1	255504	8832588	23	830839	67293245	0	4096
1777262169	1	265968	8832544	21	856543	69518297	0	4096
1777262180	1	263868	8832540	21	884998	73025026	0	4096
1777262192	1	264276	8832564	22	959741	85911309	0	4096
1777262204	1	267980	8832564	22	1052530	99942157	0	4096
1777262215	1	267060	8832560	22	1086505	106585044	0	4096
1777262226	1	267488	8832516	20	1086506	106585456	0	4096
1777262238	1	258584	8832540	21	1152639	116660968	0	4096
1777262250	1	273996	8832564	22	1244493	129095381	0	4096
1777262261	1	262324	8832564	22	1312487	142667547	0	4096
1777262273	1	268708	8832564	22	1318942	142889041	0	4096
1777262284	1	265544	8832540	21	1345540	146610131	0	4096
1777262296	1	277860	8832540	21	1441055	160164176	0	4096
1777262308	1	282144	8832540	21	1509995	173320897	0	4096
1777262319	1	280348	8832540	21	1545865	179248116	0	4096
