ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777268855	0.71	1.60	2.02	1813	6123	16	11887158426	2008240906
1777268866	0.67	1.57	2.00	1867	6069	16	11888239492	2010675911
1777268877	1.21	1.65	2.02	1898	6039	16	11889675649	2011197335
1777268889	1.17	1.63	2.01	1885	6052	16	11893746447	2011972789
1777268901	1.05	1.58	1.99	1903	6033	16	11897692436	2012742078
1777268912	0.89	1.53	1.97	1882	6054	16	11898835253	2013141235
1777268923	0.75	1.48	1.95	1876	6060	16	11898899666	2013425165
1777268934	0.63	1.43	1.92	1885	6051	16	11902173366	2014109102
1777268945	0.97	1.47	1.93	1889	6048	16	11906269606	2014883604
1777268957	0.97	1.45	1.92	1887	6049	16	11909418980	2015564409
1777268968	0.82	1.40	1.90	1882	6054	16	11909475173	2015813031
1777268980	0.70	1.36	1.88	1887	6049	16	11910751054	2016286486
1777268991	1.15	1.42	1.89	1888	6049	16	11914693177	2017056228
1777269002	0.97	1.38	1.87	1884	6052	16	11918616895	2017791141
1777269013	0.82	1.33	1.85	1919	6018	16	11920068177	2018286516
1777269025	0.72	1.28	1.82	1883	6054	16	11920132433	2018570453
1777269036	0.61	1.24	1.80	1894	6043	16	11923233990	2019246464
1777269047	1.22	1.35	1.83	1885	6051	16	11927166982	2020014035
1777269059	1.03	1.30	1.81	1881	6055	16	11930652253	2020733039
1777269070	0.95	1.27	1.80	1888	6049	16	11930710696	2020989378
1777269081	0.73	1.21	1.77	1918	6019	16	11931675642	2021417058
1777269093	0.62	1.17	1.75	1886	6050	16	11935634030	2022186178
1777269104	0.53	1.13	1.73	1890	6046	16	11939548117	2022917980
1777269115	0.61	1.12	1.72	1890	6047	16	11941285374	2023407549
1777269126	0.52	1.09	1.70	1889	6047	16	11941341724	2023656506
