ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777274443	0.19	0.52	1.24	1497	6439	15	14643961311	2322687027
1777274454	0.32	0.54	1.24	1502	6434	15	14651285818	2323325792
1777274465	0.27	0.52	1.22	1493	6444	15	14658600505	2324003047
1777274476	0.71	0.60	1.24	1492	6444	15	14664329703	2324491008
1777274486	0.55	0.57	1.22	1522	6415	15	14664360338	2324564776
1777274497	0.55	0.57	1.21	1507	6429	15	14670614096	2325138329
1777274508	0.46	0.55	1.20	1499	6437	15	14677962788	2325777624
1777274519	0.39	0.53	1.18	1499	6437	15	14684835482	2326404025
1777274530	0.33	0.51	1.17	1506	6431	15	14684866272	2326477946
1777274540	0.35	0.51	1.16	1497	6439	15	14689352330	2326925279
1777274551	0.35	0.50	1.15	1515	6422	15	14696967605	2327571287
1777274562	0.45	0.52	1.15	1498	6438	15	14704292877	2328244404
1777274573	0.38	0.50	1.14	1505	6431	15	14705348015	2328349129
1777274584	0.32	0.49	1.12	1498	6438	15	14708678755	2328693391
1777274595	0.35	0.49	1.12	1508	6428	15	14715988223	2329328098
1777274605	0.30	0.47	1.10	1496	6440	15	14723298029	2329964767
1777274616	0.31	0.46	1.09	1521	6415	15	14725838945	2330218180
1777274627	0.26	0.45	1.08	1500	6437	15	14728003424	2330494543
1777274638	0.22	0.43	1.07	1497	6440	15	14735321453	2331132026
1777274649	0.26	0.43	1.06	1514	6422	15	14742627251	2331768740
1777274659	0.37	0.45	1.06	1507	6430	15	14746328428	2332091092
