ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777259586	2.19	2.73	2.89	1803	6133	16	9799923652	1496711186
1777259597	2.24	2.72	2.88	1866	6070	16	9801028985	1499175980
1777259608	1.82	2.60	2.84	1872	6065	16	9801389825	1499549137
1777259620	2.80	2.78	2.90	1912	6025	16	9809167686	1500411255
1777259631	3.28	2.89	2.93	1917	6020	16	9816972249	1501239391
1777259643	3.93	3.04	2.98	1927	6010	16	9821664381	1501909969
1777259654	3.06	2.89	2.93	1924	6012	16	9821721162	1502156159
1777259665	3.07	2.89	2.93	1912	6024	16	9825499095	1502767061
1777259677	3.05	2.90	2.93	1945	5991	16	9833803059	1503647782
1777259689	3.87	3.08	2.99	1952	5984	16	9841528679	1504509577
1777259700	3.35	3.00	2.97	1930	6006	16	9842360675	1504821775
1777259711	2.84	2.90	2.94	1932	6004	16	9842574461	1505149751
1777259723	3.02	2.94	2.95	1931	6005	16	9850362411	1506013117
1777259734	3.86	3.13	3.01	1925	6011	16	9858112018	1506840899
1777259745	3.64	3.11	3.01	1959	5978	16	9862997534	1507483694
1777259757	3.08	3.01	2.97	1927	6009	16	9863054105	1507729802
1777259768	4.40	3.29	3.07	1929	6007	16	9867170118	1508350498
1777259780	4.49	3.35	3.09	1931	6006	16	9874950868	1509214037
1777259791	4.68	3.42	3.11	1913	6023	16	9882729326	1510079194
1777259802	4.27	3.37	3.10	1931	6006	16	9883700324	1510430225
1777259813	3.39	3.22	3.06	1936	6000	16	9883766973	1510718415
1777259825	3.41	3.23	3.06	1925	6012	16	9891375529	1511579593
1777259837	4.04	3.37	3.11	1919	6017	16	9899143539	1512446740
1777259848	3.72	3.33	3.10	1918	6018	16	9904352493	1513103571
1777259859	2.97	3.18	3.05	1920	6016	16	9904409170	1513349544
