ts	repeat	pod	cpu	mem
1777271589	1	hermod-coordinator-5ff698cd9-hz6wt	146m	45Mi
1777271589	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271589	1	postgres-0	54m	326Mi
1777271590	1	hermod-coordinator-5ff698cd9-hz6wt	146m	45Mi
1777271590	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271590	1	postgres-0	54m	326Mi
1777271591	1	hermod-coordinator-5ff698cd9-hz6wt	146m	45Mi
1777271591	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271591	1	postgres-0	54m	326Mi
1777271592	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271592	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271592	1	postgres-0	54m	326Mi
1777271593	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271593	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271593	1	postgres-0	54m	326Mi
1777271594	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271594	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271594	1	postgres-0	54m	326Mi
1777271595	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271595	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271595	1	postgres-0	54m	326Mi
1777271596	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271596	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271596	1	postgres-0	54m	326Mi
1777271597	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271597	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271597	1	postgres-0	54m	326Mi
1777271598	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271598	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271598	1	postgres-0	54m	326Mi
1777271599	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271599	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271599	1	postgres-0	54m	326Mi
1777271600	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271600	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271600	1	postgres-0	54m	326Mi
1777271601	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271601	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271601	1	postgres-0	54m	326Mi
1777271602	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271602	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271602	1	postgres-0	54m	326Mi
1777271603	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271603	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271603	1	postgres-0	54m	326Mi
1777271605	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271605	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271605	1	postgres-0	54m	326Mi
1777271606	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271606	1	nanomq-6d5cbfc8c8-vpfkp	1m	1Mi
1777271606	1	postgres-0	54m	326Mi
1777271607	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271607	1	nanomq-6d5cbfc8c8-vpfkp	117m	1Mi
1777271607	1	postgres-0	132m	331Mi
1777271608	1	hermod-coordinator-5ff698cd9-hz6wt	553m	97Mi
1777271608	1	nanomq-6d5cbfc8c8-vpfkp	117m	1Mi
1777271608	1	postgres-0	132m	331Mi
