ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777268148	2.18	1.99	1.99	1801	6135	16	11761960476	1969937519
1777268159	2.14	1.99	1.99	1872	6065	16	11763066082	1972409459
1777268170	1.98	1.96	1.98	1860	6076	16	11763146489	1972794165
1777268181	2.69	2.11	2.03	1953	5984	16	11767155836	1973565285
1777268193	3.65	2.34	2.10	1917	6019	16	11771115938	1974336833
1777268205	4.03	2.46	2.14	1929	6008	16	11773667945	1974961818
1777268216	3.20	2.35	2.11	1915	6021	16	11773724306	1975211473
1777268227	3.03	2.34	2.11	1925	6011	16	11775425040	1975736151
1777268238	2.78	2.31	2.11	1939	5997	16	11779381241	1976505920
1777268250	3.09	2.41	2.14	1945	5991	16	11783538467	1977283289
1777268262	2.62	2.33	2.12	1933	6003	16	11784308989	1977670293
1777268273	2.21	2.25	2.10	1939	5997	16	11784373312	1977955497
1777268284	2.42	2.30	2.11	1927	6009	16	11787871790	1978683088
1777268295	3.07	2.44	2.16	1936	6000	16	11791837012	1979456154
1777268307	2.67	2.38	2.14	1938	5998	16	11794899212	1980099376
1777268318	2.26	2.30	2.12	1973	5963	16	11794955936	1980349319
