ts	repeat	pod	cpu	mem
1777264218	1	hermod-coordinator-8579dc9775-mwrpl	846m	92Mi
1777264218	1	nanomq-7b9d5cfb76-w2sdx	1m	1Mi
1777264218	1	postgres-0	35m	324Mi
1777264219	1	hermod-coordinator-8579dc9775-mwrpl	846m	92Mi
1777264219	1	nanomq-7b9d5cfb76-w2sdx	1m	1Mi
1777264219	1	postgres-0	35m	324Mi
1777264220	1	hermod-coordinator-8579dc9775-mwrpl	846m	92Mi
1777264220	1	nanomq-7b9d5cfb76-w2sdx	1m	1Mi
1777264220	1	postgres-0	35m	324Mi
1777264222	1	hermod-coordinator-8579dc9775-mwrpl	846m	92Mi
1777264222	1	nanomq-7b9d5cfb76-w2sdx	1m	1Mi
1777264222	1	postgres-0	35m	324Mi
1777264223	1	hermod-coordinator-8579dc9775-mwrpl	846m	92Mi
1777264223	1	nanomq-7b9d5cfb76-w2sdx	1m	1Mi
1777264223	1	postgres-0	35m	324Mi
1777264224	1	hermod-coordinator-8579dc9775-mwrpl	846m	92Mi
1777264224	1	nanomq-7b9d5cfb76-w2sdx	1m	1Mi
1777264224	1	postgres-0	35m	324Mi
1777264225	1	hermod-coordinator-8579dc9775-mwrpl	846m	92Mi
1777264225	1	nanomq-7b9d5cfb76-w2sdx	1m	1Mi
1777264225	1	postgres-0	35m	324Mi
1777264226	1	hermod-coordinator-8579dc9775-mwrpl	846m	92Mi
1777264226	1	nanomq-7b9d5cfb76-w2sdx	1m	1Mi
1777264226	1	postgres-0	35m	324Mi
1777264227	1	hermod-coordinator-8579dc9775-mwrpl	235m	98Mi
1777264227	1	nanomq-7b9d5cfb76-w2sdx	3m	1Mi
1777264227	1	postgres-0	70m	324Mi
1777264228	1	hermod-coordinator-8579dc9775-mwrpl	235m	98Mi
1777264228	1	nanomq-7b9d5cfb76-w2sdx	3m	1Mi
1777264228	1	postgres-0	70m	324Mi
1777264229	1	hermod-coordinator-8579dc9775-mwrpl	235m	98Mi
1777264229	1	nanomq-7b9d5cfb76-w2sdx	3m	1Mi
1777264229	1	postgres-0	70m	324Mi
1777264230	1	hermod-coordinator-8579dc9775-mwrpl	235m	98Mi
1777264230	1	nanomq-7b9d5cfb76-w2sdx	3m	1Mi
1777264230	1	postgres-0	70m	324Mi
1777264231	1	hermod-coordinator-8579dc9775-mwrpl	235m	98Mi
1777264231	1	nanomq-7b9d5cfb76-w2sdx	3m	1Mi
1777264231	1	postgres-0	70m	324Mi
