ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777264176	3.13	3.33	3.60	1806	6131	16	11017438414	1748249309
1777264187	2.65	3.22	3.57	1846	6090	16	11017495390	1748544176
1777264199	2.24	3.12	3.53	1839	6098	16	11017920770	1749607860
1777264210	1.96	3.01	3.49	1868	6069	16	11018668798	1751320466
1777264221	2.14	3.01	3.48	1888	6048	16	11019888718	1751829368
1777264233	2.05	2.96	3.46	1934	6003	16	11023924389	1752597709
1777264244	2.66	3.05	3.48	1927	6009	16	11027895214	1753330632
1777264256	2.32	2.96	3.45	1957	5979	16	11029259351	1753769794
1777264267	1.96	2.87	3.41	1921	6015	16	11029323909	1754050143
1777264278	1.98	2.84	3.39	1909	6027	16	11032583679	1754729958
1777264290	1.85	2.77	3.36	1927	6009	16	11036527654	1755496081
1777264301	2.96	2.97	3.42	1926	6010	16	11039841063	1756204233
1777264312	2.58	2.89	3.39	1931	6005	16	11039899006	1756457296
1777264323	3.44	3.05	3.43	1955	5981	16	11041096998	1756924484
1777264336	3.54	3.08	3.44	1948	5988	16	11045058684	1757657290
1777264347	3.30	3.04	3.42	1929	6007	16	11049020772	1758423324
1777264358	2.79	2.94	3.38	1930	6006	16	11050481814	1758864838
1777264369	2.17	2.80	3.33	1927	6009	16	11050546372	1759145386
1777264381	1.84	2.70	3.29	1940	5996	16	11053505815	1759814352
1777264392	2.56	2.83	3.33	1960	5976	16	11057648161	1760587833
1777264404	2.93	2.90	3.34	1936	6000	16	11061068056	1761315723
1777264416	2.56	2.82	3.31	1941	5995	16	11061126868	1761575674
1777264427	2.16	2.73	3.28	1948	5988	16	11062465071	1762048321
1777264438	2.39	2.76	3.28	1962	5974	16	11066423994	1762815945
1777264450	2.17	2.69	3.25	1950	5986	16	11070358524	1763546413
1777264461	2.14	2.66	3.23	1944	5992	16	11071708464	1764018378
