ts	repeat	pod	cpu	mem
1777267669	1	hermod-coordinator-8544fdb878-zwf2g	453m	72Mi
1777267669	1	nanomq-744595f58d-68p2l	1m	1Mi
1777267669	1	postgres-0	10m	315Mi
1777267670	1	hermod-coordinator-8544fdb878-zwf2g	453m	72Mi
1777267670	1	nanomq-744595f58d-68p2l	1m	1Mi
1777267670	1	postgres-0	10m	315Mi
1777267671	1	hermod-coordinator-8544fdb878-zwf2g	453m	72Mi
1777267671	1	nanomq-744595f58d-68p2l	1m	1Mi
1777267671	1	postgres-0	10m	315Mi
1777267672	1	hermod-coordinator-8544fdb878-zwf2g	453m	72Mi
1777267672	1	nanomq-744595f58d-68p2l	1m	1Mi
1777267672	1	postgres-0	10m	315Mi
1777267673	1	hermod-coordinator-8544fdb878-zwf2g	453m	72Mi
1777267673	1	nanomq-744595f58d-68p2l	1m	1Mi
1777267673	1	postgres-0	10m	315Mi
1777267674	1	hermod-coordinator-8544fdb878-zwf2g	453m	72Mi
1777267674	1	nanomq-744595f58d-68p2l	1m	1Mi
1777267674	1	postgres-0	10m	315Mi
1777267675	1	hermod-coordinator-8544fdb878-zwf2g	453m	72Mi
1777267675	1	nanomq-744595f58d-68p2l	1m	1Mi
1777267675	1	postgres-0	10m	315Mi
1777267677	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267677	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267677	1	postgres-0	9m	315Mi
1777267678	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267678	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267678	1	postgres-0	9m	315Mi
1777267679	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267679	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267679	1	postgres-0	9m	315Mi
1777267680	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267680	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267680	1	postgres-0	9m	315Mi
1777267681	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267681	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267681	1	postgres-0	9m	315Mi
1777267682	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267682	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267682	1	postgres-0	9m	315Mi
1777267683	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267683	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267683	1	postgres-0	9m	315Mi
1777267684	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267684	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267684	1	postgres-0	9m	315Mi
1777267685	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267685	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267685	1	postgres-0	9m	315Mi
1777267686	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267686	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267686	1	postgres-0	9m	315Mi
1777267687	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267687	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267687	1	postgres-0	9m	315Mi
1777267688	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267688	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267688	1	postgres-0	9m	315Mi
1777267689	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267689	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267689	1	postgres-0	9m	315Mi
1777267690	1	hermod-coordinator-8544fdb878-zwf2g	29m	72Mi
1777267690	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267690	1	postgres-0	9m	315Mi
1777267691	1	hermod-coordinator-8544fdb878-zwf2g	690m	115Mi
1777267691	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267691	1	postgres-0	7m	315Mi
1777267692	1	hermod-coordinator-8544fdb878-zwf2g	690m	115Mi
1777267692	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267692	1	postgres-0	7m	315Mi
1777267693	1	hermod-coordinator-8544fdb878-zwf2g	690m	115Mi
1777267693	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267693	1	postgres-0	7m	315Mi
1777267695	1	hermod-coordinator-8544fdb878-zwf2g	690m	115Mi
1777267695	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267695	1	postgres-0	7m	315Mi
1777267696	1	hermod-coordinator-8544fdb878-zwf2g	690m	115Mi
1777267696	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267696	1	postgres-0	7m	315Mi
1777267697	1	hermod-coordinator-8544fdb878-zwf2g	690m	115Mi
1777267697	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267697	1	postgres-0	7m	315Mi
1777267698	1	hermod-coordinator-8544fdb878-zwf2g	690m	115Mi
1777267698	1	nanomq-744595f58d-68p2l	148m	1Mi
1777267698	1	postgres-0	7m	315Mi
1777267720	2	hermod-coordinator-8544fdb878-zwf2g	877m	99Mi
1777267720	2	nanomq-744595f58d-68p2l	489m	1Mi
1777267720	2	postgres-0	6m	315Mi
1777267721	2	hermod-coordinator-8544fdb878-zwf2g	72m	98Mi
1777267721	2	nanomq-744595f58d-68p2l	1m	1Mi
1777267721	2	postgres-0	7m	315Mi
1777267722	2	hermod-coordinator-8544fdb878-zwf2g	72m	98Mi
1777267722	2	nanomq-744595f58d-68p2l	1m	1Mi
1777267722	2	postgres-0	7m	315Mi
1777267723	2	hermod-coordinator-8544fdb878-zwf2g	72m	98Mi
1777267723	2	nanomq-744595f58d-68p2l	1m	1Mi
1777267723	2	postgres-0	7m	315Mi
1777267725	2	hermod-coordinator-8544fdb878-zwf2g	72m	98Mi
1777267725	2	nanomq-744595f58d-68p2l	1m	1Mi
1777267725	2	postgres-0	7m	315Mi
1777267726	2	hermod-coordinator-8544fdb878-zwf2g	72m	98Mi
1777267726	2	nanomq-744595f58d-68p2l	1m	1Mi
1777267726	2	postgres-0	7m	315Mi
1777267727	2	hermod-coordinator-8544fdb878-zwf2g	72m	98Mi
