ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777267650	1.25	1.37	1.85	1803	6133	16	11647185221	1942035177
1777267661	1.06	1.33	1.83	1865	6071	16	11648255439	1944455411
1777267672	1.21	1.35	1.84	1862	6074	16	11650678580	1944994847
1777267683	1.27	1.35	1.83	1877	6059	16	11658365165	1945818312
1777267695	1.92	1.49	1.87	1873	6063	16	11666050987	1946676559
1777267706	1.63	1.44	1.85	1891	6045	16	11668882337	1947152910
1777267718	1.46	1.41	1.83	1876	6061	16	11668946844	1947433299
1777267729	1.23	1.36	1.81	1885	6051	16	11675006142	1948178601
1777267740	1.64	1.45	1.83	1868	6068	16	11682700041	1949041534
1777267751	2.68	1.68	1.91	1874	6063	16	11689508916	1949804837
1777267762	2.27	1.63	1.89	1879	6057	16	11689567327	1950057948
1777267774	1.92	1.57	1.86	1876	6060	16	11691730262	1950511522
1777267785	1.81	1.56	1.86	1882	6054	16	11699417489	1951366917
1777267797	2.85	1.79	1.93	1892	6045	16	11707100942	1952223063
1777267808	3.08	1.88	1.95	1880	6057	16	11710178766	1952703815
1777267819	2.60	1.82	1.93	1871	6065	16	11710235390	1952949743
1777267830	3.15	1.98	1.98	1874	6063	16	11715745898	1953679666
1777267842	3.37	2.06	2.01	1897	6039	16	11723802975	1954549922
1777267853	3.66	2.17	2.05	1880	6056	16	11730805440	1955385790
1777267865	3.17	2.12	2.03	1873	6063	16	11730863901	1955638996
1777267876	2.60	2.04	2.01	1868	6068	16	11732164577	1956033107
1777267887	2.50	2.04	2.01	1875	6061	16	11739843551	1956891284
1777267898	2.43	2.04	2.01	1869	6067	16	11747540086	1957749877
1777267910	2.25	2.02	2.00	1898	6038	16	11751485075	1958292704
1777267921	1.91	1.95	1.98	1878	6059	16	11751541648	1958538566
