ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777268539	3.71	3.27	2.55	1872	6064	16	11858252588	1992709651
1777268551	3.38	3.22	2.54	1825	6111	16	11858309511	1993002117
1777268562	3.01	3.14	2.53	1896	6041	16	11859219105	1995123385
1777268573	2.55	3.04	2.50	1854	6083	16	11859452679	1995772427
1777268585	2.16	2.94	2.47	1880	6057	16	11860839445	1996391513
1777268596	2.32	2.94	2.48	1901	6036	16	11862857211	1997060186
1777268607	1.96	2.84	2.45	1896	6040	16	11864883346	1997764151
1777268619	1.66	2.75	2.43	1904	6033	16	11864941957	1998020670
1777268630	1.45	2.65	2.40	1905	6031	16	11865317323	1998393380
1777268641	1.23	2.56	2.37	1900	6036	16	11867328734	1999096958
1777268652	1.12	2.49	2.35	1912	6024	16	11869352102	1999766506
1777268663	0.95	2.41	2.33	1888	6048	16	11870435179	2000269908
1777268675	0.82	2.31	2.29	1907	6030	16	11870491848	2000518892
1777268686	0.69	2.23	2.27	1887	6049	16	11871779257	2001099021
1777268697	0.95	2.24	2.27	1892	6044	16	11873803933	2001802814
1777268709	0.95	2.20	2.26	1899	6037	16	11875824323	2002471700
1777268720	0.98	2.14	2.24	1893	6043	16	11875990351	2002802039
1777268731	0.83	2.07	2.21	1897	6040	16	11876108294	2003179510
1777268742	0.78	2.02	2.19	1899	6037	16	11878201259	2003885700
1777268754	0.66	1.95	2.17	1891	6045	16	11880219662	2004555114
1777268765	0.51	1.85	2.13	1894	6042	16	11881486599	2005100599
1777268777	0.58	1.82	2.12	1897	6040	16	11881542955	2005349478
1777268788	0.73	1.81	2.11	1890	6046	16	11882575426	2005884949
1777268799	1.18	1.87	2.13	1890	6046	16	11884591561	2006552947
1777268810	1.00	1.79	2.10	1907	6030	16	11886708659	2007294694
1777268822	0.84	1.74	2.08	1890	6047	16	11887033156	2007596594
