ts	pid	vm_rss_kb	vm_size_kb	threads	rchar	wchar	read_bytes	write_bytes
1777265100	1	128056	8532304	20	359624	4496	0	4096
1777265111	1	175232	8532320	20	405566	335398	0	4096
1777265123	1	177932	8532312	20	425110	335398	0	4096
1777265134	1	254132	8681740	22	493573	335814	0	4096
1777265146	1	234140	8755552	23	578169	335823	0	4096
1777265157	1	232796	8755552	23	624194	335823	0	4096
1777265168	1	232808	8755528	22	624195	335839	0	4096
1777265179	1	253800	8755504	21	677394	335855	0	4096
1777265191	1	245492	8755504	21	763845	335855	0	4096
1777265203	1	251648	8755504	21	842928	335855	0	4096
1777265214	1	250444	8755508	21	845704	335871	0	4096
1777265226	1	250464	8755504	21	867683	335887	0	4096
1777265237	1	247880	8755500	21	944005	335887	0	4096
1777265248	1	246836	8755524	22	1025001	335902	0	4096
1777265260	1	238276	8755532	22	1071032	335918	0	4096
1777265271	1	238276	8755508	21	1071032	335918	0	4096
1777265283	1	257828	8755480	20	1126081	335950	0	4096
1777265294	1	240440	8755504	21	1207982	335965	0	4096
1777265306	1	246528	8755504	21	1293565	335981	0	4096
1777265317	1	238788	8755480	20	1298222	335981	0	4096
1777265328	1	238816	8755508	21	1298224	336013	0	4096
1777265340	1	248780	8832568	24	1401264	336058	0	4096
1777265351	1	248880	8832568	24	1478529	336074	0	4096
1777265362	1	241704	8832524	22	1526433	336074	0	4096
1777265375	1	241556	8832520	22	1526434	336090	0	4096
