ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777265099	1.95	2.68	3.11	1814	6123	16	11230662448	1798083646
1777265110	1.73	2.61	3.08	1859	6077	16	11231772209	1800566887
1777265122	1.54	2.54	3.05	1882	6055	16	11231848266	1800897277
1777265133	1.63	2.52	3.04	1949	5987	16	11239520940	1801755442
1777265145	2.80	2.74	3.11	1927	6009	16	11247302090	1802617964
1777265156	3.20	2.83	3.13	1930	6006	16	11252405677	1803303268
1777265168	2.71	2.74	3.10	1923	6013	16	11252462405	1803550180
1777265179	2.29	2.64	3.06	1941	5995	16	11255691133	1804106068
1777265190	3.31	2.86	3.13	1966	5970	16	11263962222	1804978969
1777265202	3.57	2.93	3.15	1957	5980	16	11271837227	1805841740
1777265214	3.61	2.96	3.16	1928	6008	16	11273074238	1806200122
1777265225	2.96	2.85	3.12	1942	5995	16	11273140479	1806489255
1777265236	2.94	2.85	3.11	1935	6002	16	11280809635	1807344078
1777265248	3.78	3.04	3.17	1919	6017	16	11288600688	1808201049
1777265259	4.08	3.15	3.21	1922	6015	16	11293689673	1808882108
1777265270	3.45	3.05	3.17	1934	6002	16	11293750494	1809178241
1777265282	3.40	3.04	3.17	1943	5993	16	11297292695	1809747410
1777265294	4.10	3.21	3.22	1932	6004	16	11305108322	1810608993
1777265305	4.60	3.36	3.27	1933	6003	16	11312926676	1811472697
1777265316	4.04	3.28	3.25	1943	5993	16	11314384380	1811840379
1777265328	3.42	3.18	3.21	1935	6001	16	11314450872	1812129363
1777265339	4.43	3.40	3.29	1923	6013	16	11321860084	1812977067
1777265350	4.62	3.50	3.32	1939	5997	17	11329651519	1813837137
1777265362	4.29	3.46	3.31	1921	6015	17	11335000264	1814492255
1777265374	3.63	3.35	3.27	1938	5998	17	11335057043	1814739347
