ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777274208	0.45	0.84	1.53	1503	6433	15	14591544611	2314324376
1777274219	0.38	0.82	1.51	1502	6435	15	14595257758	2314875426
1777274229	0.40	0.81	1.50	1518	6419	15	14599148031	2315434452
1777274240	0.41	0.79	1.49	1507	6430	15	14601928881	2315849930
1777274251	0.40	0.77	1.47	1508	6429	15	14601959550	2315926252
1777274262	0.34	0.75	1.45	1499	6437	15	14605148203	2316426905
1777274273	0.28	0.72	1.44	1499	6438	15	14608899347	2316982543
1777274283	0.24	0.70	1.42	1492	6444	15	14612397056	2317493720
1777274294	0.35	0.71	1.42	1519	6417	15	14612428129	2317567764
1777274305	0.44	0.72	1.41	1498	6439	15	14615049383	2318008782
1777274316	0.43	0.70	1.39	1505	6431	15	14618781719	2318558253
1777274327	0.36	0.67	1.38	1500	6437	15	14622534759	2319108487
1777274338	0.30	0.65	1.36	1502	6434	15	14622876171	2319193698
1777274348	0.26	0.63	1.35	1501	6436	15	14624792748	2319541567
1777274359	0.30	0.62	1.34	1520	6416	15	14628683920	2320097910
1777274370	0.25	0.60	1.32	1503	6434	15	14632413408	2320648082
1777274381	0.44	0.62	1.32	1512	6425	15	14633338506	2320822668
1777274392	0.45	0.62	1.31	1511	6425	15	14634681886	2321081840
1777274403	0.38	0.60	1.30	1521	6415	15	14638417331	2321633251
1777274413	0.32	0.58	1.28	1504	6433	15	14642145160	2322184087
1777274424	0.27	0.56	1.27	1522	6414	15	14643793582	2322454333
