ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777262661	3.62	5.40	4.59	1841	6095	16	10595223030	1664515576
1777262673	3.30	5.27	4.56	1857	6079	16	10596311450	1666951227
1777262684	2.70	5.04	4.49	1847	6089	16	10596387806	1667281814
1777262696	4.20	5.29	4.58	1953	5984	16	10604324336	1668183301
1777262707	4.34	5.28	4.58	1979	5957	16	10612249849	1669018648
1777262719	5.89	5.60	4.70	1954	5983	16	10616960232	1669692096
1777262730	5.07	5.43	4.66	1951	5985	16	10617017066	1669939006
1777262742	5.65	5.54	4.70	1921	6016	16	10620776915	1670549364
1777262755	6.91	5.84	4.81	1950	5986	16	10629835352	1671485204
1777262766	7.69	6.04	4.89	1930	6007	16	10637590052	1672345337
1777262778	7.32	6.02	4.90	1946	5991	16	10637656241	1672634219
1777262789	6.23	5.84	4.85	1938	5998	16	10638673002	1673021817
1777262802	6.44	5.89	4.88	1931	6005	16	10646979300	1673899427
1777262813	7.14	6.06	4.95	1946	5990	16	10654751951	1674757591
1777262824	6.93	6.09	4.98	1952	5984	16	10658280977	1675287089
1777262836	5.87	5.89	4.92	1959	5978	16	10658337290	1675533780
1777262847	5.69	5.84	4.92	1956	5981	16	10663642763	1676253362
1777262859	7.76	6.29	5.08	1947	5990	16	10671694302	1677113376
1777262870	7.78	6.35	5.11	1967	5969	16	10678882003	1677950078
1777262882	6.58	6.14	5.06	1971	5966	16	10678940356	1678204287
1777262894	6.01	6.02	5.03	1934	6003	16	10680769585	1678649528
1777262905	6.72	6.17	5.09	1961	5975	17	10688657453	1679507744
1777262917	7.85	6.43	5.19	1961	5976	17	10696844121	1680374548
1777262929	7.09	6.34	5.18	1961	5975	17	10699539701	1680843257
