ts	repeat	pod	cpu	mem
1777262685	1	hermod-coordinator-7fb4df7dd6-tlvkj	557m	65Mi
1777262685	1	nanomq-7669b7685c-5tpwh	1m	1Mi
1777262685	1	postgres-0	57m	324Mi
1777262686	1	hermod-coordinator-7fb4df7dd6-tlvkj	557m	65Mi
1777262686	1	nanomq-7669b7685c-5tpwh	1m	1Mi
1777262686	1	postgres-0	57m	324Mi
1777262687	1	hermod-coordinator-7fb4df7dd6-tlvkj	557m	65Mi
1777262687	1	nanomq-7669b7685c-5tpwh	1m	1Mi
1777262687	1	postgres-0	57m	324Mi
1777262688	1	hermod-coordinator-7fb4df7dd6-tlvkj	557m	65Mi
1777262688	1	nanomq-7669b7685c-5tpwh	1m	1Mi
1777262688	1	postgres-0	57m	324Mi
1777262689	1	hermod-coordinator-7fb4df7dd6-tlvkj	557m	65Mi
1777262689	1	nanomq-7669b7685c-5tpwh	1m	1Mi
1777262689	1	postgres-0	57m	324Mi
1777262690	1	hermod-coordinator-7fb4df7dd6-tlvkj	557m	65Mi
1777262690	1	nanomq-7669b7685c-5tpwh	1m	1Mi
1777262690	1	postgres-0	57m	324Mi
1777262691	1	hermod-coordinator-7fb4df7dd6-tlvkj	557m	65Mi
1777262691	1	nanomq-7669b7685c-5tpwh	1m	1Mi
1777262691	1	postgres-0	57m	324Mi
1777262692	1	hermod-coordinator-7fb4df7dd6-tlvkj	557m	65Mi
1777262692	1	nanomq-7669b7685c-5tpwh	1m	1Mi
1777262692	1	postgres-0	57m	324Mi
1777262693	1	hermod-coordinator-7fb4df7dd6-tlvkj	557m	65Mi
1777262693	1	nanomq-7669b7685c-5tpwh	1m	1Mi
1777262693	1	postgres-0	57m	324Mi
1777262694	1	hermod-coordinator-7fb4df7dd6-tlvkj	557m	65Mi
1777262694	1	nanomq-7669b7685c-5tpwh	1m	1Mi
1777262694	1	postgres-0	57m	324Mi
1777262695	1	hermod-coordinator-7fb4df7dd6-tlvkj	557m	65Mi
1777262695	1	nanomq-7669b7685c-5tpwh	1m	1Mi
1777262695	1	postgres-0	57m	324Mi
1777262696	1	hermod-coordinator-7fb4df7dd6-tlvkj	814m	160Mi
1777262696	1	nanomq-7669b7685c-5tpwh	186m	1Mi
1777262696	1	postgres-0	163m	332Mi
1777262697	1	hermod-coordinator-7fb4df7dd6-tlvkj	814m	160Mi
1777262697	1	nanomq-7669b7685c-5tpwh	186m	1Mi
1777262697	1	postgres-0	163m	332Mi
1777262698	1	hermod-coordinator-7fb4df7dd6-tlvkj	814m	160Mi
1777262698	1	nanomq-7669b7685c-5tpwh	186m	1Mi
1777262698	1	postgres-0	163m	332Mi
1777262700	1	hermod-coordinator-7fb4df7dd6-tlvkj	814m	160Mi
1777262700	1	nanomq-7669b7685c-5tpwh	186m	1Mi
1777262700	1	postgres-0	163m	332Mi
1777262701	1	hermod-coordinator-7fb4df7dd6-tlvkj	814m	160Mi
1777262701	1	nanomq-7669b7685c-5tpwh	186m	1Mi
1777262701	1	postgres-0	163m	332Mi
1777262702	1	hermod-coordinator-7fb4df7dd6-tlvkj	814m	160Mi
1777262702	1	nanomq-7669b7685c-5tpwh	186m	1Mi
1777262702	1	postgres-0	163m	332Mi
1777262703	1	hermod-coordinator-7fb4df7dd6-tlvkj	814m	160Mi
1777262703	1	nanomq-7669b7685c-5tpwh	186m	1Mi
1777262703	1	postgres-0	163m	332Mi
