ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777274679	0.34	0.44	1.04	1522	6414	15	14747181069	2332339705
1777274690	0.28	0.42	1.03	1504	6432	15	14761705293	2333188244
1777274701	0.24	0.41	1.02	1497	6439	15	14776394024	2334058343
1777274711	0.19	0.39	1.00	1498	6439	15	14787206036	2334723037
1777274722	0.16	0.38	0.99	1502	6434	15	14787236828	2334796718
1777274733	0.21	0.38	0.98	1507	6430	15	14799332124	2335541647
1777274744	0.66	0.47	1.01	1527	6409	15	14814533210	2336485340
1777274755	0.71	0.49	1.01	1502	6434	15	14828032172	2337239805
1777274766	0.68	0.49	1.00	1500	6436	15	14828062703	2337313531
1777274777	0.61	0.48	0.99	1507	6430	15	14837911345	2337919099
1777274787	0.51	0.46	0.98	1507	6429	15	14852510929	2338814132
1777274798	0.43	0.45	0.97	1503	6433	15	14867212297	2339668824
1777274809	0.37	0.43	0.96	1531	6405	15	14868881309	2339822817
1777274820	0.31	0.42	0.95	1501	6436	15	14875923185	2340278630
1777274831	0.26	0.40	0.94	1506	6431	15	14890491309	2341168248
1777274842	0.34	0.41	0.93	1506	6430	15	14905112327	2342025423
1777274852	0.29	0.40	0.92	1503	6434	15	14909722130	2342306564
1777274863	0.32	0.40	0.92	1502	6435	15	14913961162	2342642525
1777274874	0.27	0.39	0.90	1521	6415	15	14929119184	2343515969
1777274885	0.23	0.38	0.89	1502	6434	15	14943769529	2344372855
1777274896	0.19	0.36	0.89	1493	6443	15	14950536207	2344787204
