ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777258965	2.10	2.91	2.92	1697	6239	16	9640886437	1463227704
1777258976	2.08	2.88	2.91	1729	6208	16	9641992797	1465697990
1777258988	1.70	2.75	2.87	1751	6186	16	9642069429	1466028731
1777258999	2.80	2.96	2.93	1843	6093	16	9649675923	1466885908
1777259011	3.97	3.21	3.01	1807	6129	16	9657440917	1467748570
1777259022	3.75	3.18	3.01	1794	6142	16	9662633211	1468436072
1777259034	3.27	3.11	2.99	1791	6145	16	9662689991	1468683104
1777259045	2.84	3.02	2.96	1804	6132	16	9665940117	1469243903
1777259057	3.93	3.25	3.04	1798	6139	16	9674982303	1470216972
1777259069	4.48	3.39	3.08	1803	6133	16	9682813022	1471049395
1777259081	3.79	3.28	3.05	1800	6137	16	9683334564	1471352747
1777259092	3.28	3.19	3.02	1803	6133	16	9683899673	1471692109
1777259103	4.11	3.37	3.09	1805	6131	16	9691813160	1472559766
1777259115	4.52	3.48	3.12	1797	6140	16	9699606641	1473422915
1777259127	3.90	3.38	3.10	1826	6110	16	9703978094	1474051949
1777259138	3.04	3.21	3.05	1834	6102	16	9704035029	1474299140
1777259150	3.21	3.24	3.06	1838	6099	16	9708665479	1474971451
1777259161	3.49	3.30	3.08	1860	6076	16	9716461043	1475839651
1777259173	3.78	3.38	3.11	1880	6056	16	9724624934	1476717090
1777259184	3.28	3.29	3.08	1881	6055	16	9724683400	1476971480
1777259196	2.77	3.18	3.05	1913	6023	16	9726433462	1477415371
1777259208	2.83	3.17	3.05	1919	6018	16	9734261704	1478283702
1777259219	3.68	3.34	3.10	1923	6013	16	9742053888	1479114944
1777259231	3.56	3.33	3.10	1926	6010	16	9745329413	1479641964
1777259242	3.41	3.31	3.10	1919	6017	16	9745385826	1479888776
