ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777271893	2.80	3.03	3.03	1527	6409	15	13057081321	2228826656
1777271904	2.37	2.93	3.00	1488	6448	15	13057385076	2229314717
1777271915	2.00	2.84	2.97	1504	6432	15	13057689417	2229804561
1777271926	1.64	2.71	2.93	1489	6448	15	13057919871	2230173702
1777271936	1.39	2.62	2.89	1503	6433	15	13057950621	2230249561
1777271947	1.17	2.54	2.86	1498	6438	15	13058217611	2230695906
1777271958	0.99	2.45	2.83	1519	6418	15	13058537045	2231223784
1777271969	1.07	2.42	2.82	1501	6435	15	13058806058	2231637932
1777271980	0.90	2.34	2.79	1500	6436	15	13058836808	2231713811
1777271991	1.01	2.29	2.76	1495	6441	15	13059066949	2232115961
1777272002	0.85	2.22	2.73	1489	6447	15	13059370070	2232606305
1777272012	0.72	2.14	2.70	1495	6441	15	13059674403	2233097371
1777272023	0.61	2.07	2.67	1501	6435	15	13059722612	2233178864
1777272034	0.52	2.00	2.64	1494	6443	15	13059907522	2233500941
1777272045	0.58	1.97	2.62	1496	6441	15	13060210486	2233991179
1777272056	0.69	1.92	2.60	1497	6439	15	13060521651	2234517002
1777272067	0.59	1.86	2.57	1507	6429	15	13060607521	2234643084
1777272077	0.50	1.80	2.54	1497	6439	15	13060742438	2234883370
1777272088	0.42	1.74	2.51	1521	6416	15	13061060653	2235411375
1777272099	0.44	1.69	2.49	1499	6438	15	13061364526	2235901778
1777272110	0.45	1.65	2.47	1504	6432	15	13061497843	2236141523
