ts	repeat	pod	cpu	mem
1777264828	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264828	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264828	1	postgres-0	87m	324Mi
1777264829	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264829	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264829	1	postgres-0	87m	324Mi
1777264830	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264830	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264830	1	postgres-0	87m	324Mi
1777264831	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264831	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264831	1	postgres-0	87m	324Mi
1777264832	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264832	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264832	1	postgres-0	87m	324Mi
1777264833	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264833	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264833	1	postgres-0	87m	324Mi
1777264834	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264834	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264834	1	postgres-0	87m	324Mi
1777264835	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264835	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264835	1	postgres-0	87m	324Mi
1777264836	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264836	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264836	1	postgres-0	87m	324Mi
1777264837	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264837	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264837	1	postgres-0	87m	324Mi
1777264839	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264839	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264839	1	postgres-0	87m	324Mi
1777264840	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264840	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264840	1	postgres-0	87m	324Mi
1777264841	1	hermod-coordinator-78bbd68787-gbgdp	759m	95Mi
1777264841	1	nanomq-584fcc6c9b-8kp4d	1m	1Mi
1777264841	1	postgres-0	87m	324Mi
1777264842	1	hermod-coordinator-78bbd68787-gbgdp	645m	134Mi
1777264842	1	nanomq-584fcc6c9b-8kp4d	319m	1Mi
1777264842	1	postgres-0	59m	328Mi
1777264843	1	hermod-coordinator-78bbd68787-gbgdp	645m	134Mi
1777264843	1	nanomq-584fcc6c9b-8kp4d	319m	1Mi
1777264843	1	postgres-0	59m	328Mi
1777264844	1	hermod-coordinator-78bbd68787-gbgdp	645m	134Mi
1777264844	1	nanomq-584fcc6c9b-8kp4d	319m	1Mi
1777264844	1	postgres-0	59m	328Mi
1777264845	1	hermod-coordinator-78bbd68787-gbgdp	645m	134Mi
1777264845	1	nanomq-584fcc6c9b-8kp4d	319m	1Mi
1777264845	1	postgres-0	59m	328Mi
