ts	repeat	pod	cpu	mem
1777258082	1	hermod-coordinator-699b94d567-bnz2d	155m	55Mi
1777258082	1	nanomq-6847dbfb-qmwz7	1m	1Mi
1777258082	1	postgres-0	16m	49Mi
1777258083	1	hermod-coordinator-699b94d567-bnz2d	155m	55Mi
1777258083	1	nanomq-6847dbfb-qmwz7	1m	1Mi
1777258083	1	postgres-0	16m	49Mi
1777258084	1	hermod-coordinator-699b94d567-bnz2d	155m	55Mi
1777258084	1	nanomq-6847dbfb-qmwz7	1m	1Mi
1777258084	1	postgres-0	16m	49Mi
1777258085	1	hermod-coordinator-699b94d567-bnz2d	155m	55Mi
1777258085	1	nanomq-6847dbfb-qmwz7	1m	1Mi
1777258085	1	postgres-0	16m	49Mi
1777258087	1	hermod-coordinator-699b94d567-bnz2d	155m	55Mi
1777258087	1	nanomq-6847dbfb-qmwz7	1m	1Mi
1777258087	1	postgres-0	16m	49Mi
1777258088	1	hermod-coordinator-699b94d567-bnz2d	155m	55Mi
1777258088	1	nanomq-6847dbfb-qmwz7	1m	1Mi
1777258088	1	postgres-0	16m	49Mi
1777258089	1	hermod-coordinator-699b94d567-bnz2d	155m	55Mi
1777258089	1	nanomq-6847dbfb-qmwz7	1m	1Mi
1777258089	1	postgres-0	16m	49Mi
1777258090	1	hermod-coordinator-699b94d567-bnz2d	155m	55Mi
1777258090	1	nanomq-6847dbfb-qmwz7	1m	1Mi
1777258090	1	postgres-0	16m	49Mi
1777258091	1	hermod-coordinator-699b94d567-bnz2d	155m	55Mi
1777258091	1	nanomq-6847dbfb-qmwz7	1m	1Mi
1777258091	1	postgres-0	16m	49Mi
1777258092	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258092	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258092	1	postgres-0	88m	50Mi
1777258093	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258093	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258093	1	postgres-0	88m	50Mi
1777258094	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258094	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258094	1	postgres-0	88m	50Mi
1777258095	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258095	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258095	1	postgres-0	88m	50Mi
1777258096	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258096	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258096	1	postgres-0	88m	50Mi
1777258097	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258097	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258097	1	postgres-0	88m	50Mi
1777258098	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258098	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258098	1	postgres-0	88m	50Mi
1777258099	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258099	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258099	1	postgres-0	88m	50Mi
1777258100	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258100	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258100	1	postgres-0	88m	50Mi
1777258101	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258101	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258101	1	postgres-0	88m	50Mi
1777258102	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258102	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258102	1	postgres-0	88m	50Mi
1777258103	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258103	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258103	1	postgres-0	88m	50Mi
1777258104	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258104	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258104	1	postgres-0	88m	50Mi
1777258106	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258106	1	nanomq-6847dbfb-qmwz7	36m	1Mi
1777258106	1	postgres-0	88m	50Mi
1777258107	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258107	1	nanomq-6847dbfb-qmwz7	314m	2Mi
1777258107	1	postgres-0	192m	55Mi
1777258108	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258108	1	nanomq-6847dbfb-qmwz7	314m	2Mi
1777258108	1	postgres-0	192m	55Mi
1777258109	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258109	1	nanomq-6847dbfb-qmwz7	314m	2Mi
1777258109	1	postgres-0	192m	55Mi
1777258110	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258110	1	nanomq-6847dbfb-qmwz7	314m	2Mi
1777258110	1	postgres-0	192m	55Mi
1777258111	1	hermod-coordinator-699b94d567-bnz2d	752m	144Mi
1777258111	1	nanomq-6847dbfb-qmwz7	314m	2Mi
1777258111	1	postgres-0	192m	55Mi
1777258133	2	hermod-coordinator-699b94d567-bnz2d	1329m	153Mi
1777258133	2	nanomq-6847dbfb-qmwz7	314m	2Mi
1777258133	2	postgres-0	326m	57Mi
1777258135	2	hermod-coordinator-699b94d567-bnz2d	1329m	153Mi
1777258135	2	nanomq-6847dbfb-qmwz7	314m	2Mi
1777258135	2	postgres-0	326m	57Mi
1777258136	2	hermod-coordinator-699b94d567-bnz2d	1329m	153Mi
1777258136	2	nanomq-6847dbfb-qmwz7	314m	2Mi
1777258136	2	postgres-0	326m	57Mi
1777258137	2	hermod-coordinator-699b94d567-bnz2d	1329m	153Mi
1777258137	2	nanomq-6847dbfb-qmwz7	108m	1Mi
1777258137	2	postgres-0	312m	57Mi
1777258138	2	hermod-coordinator-699b94d567-bnz2d	1329m	153Mi
1777258138	2	nanomq-6847dbfb-qmwz7	108m	1Mi
1777258138	2	postgres-0	312m	57Mi
1777258139	2	hermod-coordinator-699b94d567-bnz2d	1329m	153Mi
1777258139	2	nanomq-6847dbfb-qmwz7	108m	1Mi
