ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777258041	1.72	3.01	2.79	1577	6359	16	9427308544	1413466710
1777258052	1.61	2.94	2.77	1555	6382	16	9427364933	1413714672
1777258063	1.33	2.81	2.73	1583	6353	16	9427889933	1415018891
1777258075	1.20	2.73	2.70	1608	6328	16	9428551295	1416565154
1777258086	1.66	2.78	2.72	1653	6283	16	9429986228	1417101767
1777258097	2.23	2.87	2.75	1677	6260	16	9433965132	1417861340
1777258109	2.82	2.96	2.78	1688	6249	16	9438166816	1418628571
1777258121	2.62	2.91	2.76	1674	6262	16	9439157859	1419007874
1777258132	2.44	2.86	2.75	1670	6266	16	9439222335	1419276867
1777258143	3.35	3.05	2.81	1690	6246	16	9442721263	1419991029
1777258154	3.43	3.08	2.82	1689	6247	16	9446709717	1420750005
1777258166	3.14	3.03	2.81	1692	6245	16	9449745012	1421376999
1777258177	2.81	2.96	2.79	1661	6276	16	9449801139	1421613077
1777258189	2.84	2.96	2.79	1693	6244	16	9451429872	1422119305
1777258200	2.95	2.98	2.80	1690	6246	16	9455404775	1422879048
1777258211	3.17	3.03	2.82	1690	6246	16	9459367032	1423604685
1777258223	3.01	3.00	2.81	1670	6266	16	9460402788	1424020584
1777258234	2.85	2.96	2.80	1679	6257	16	9460467420	1424289431
1777258245	3.32	3.06	2.84	1715	6221	16	9463997436	1425006159
1777258257	3.28	3.06	2.84	1691	6245	16	9467954027	1425765394
1777258269	2.77	2.96	2.81	1682	6255	16	9470999936	1426399169
1777258280	3.02	3.01	2.83	1698	6238	16	9471056376	1426635319
1777258291	2.93	2.99	2.82	1692	6244	16	9472471232	1427099467
1777258302	2.71	2.94	2.81	1691	6245	16	9476425282	1427857828
1777258314	2.98	2.99	2.83	1705	6232	16	9480590023	1428624600
1777258326	2.83	2.96	2.82	1659	6278	16	9481649310	1429041030
