ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777271264	2.87	3.40	3.28	1842	6094	16	12898310780	2195407129
1777271276	2.89	3.38	3.28	1859	6077	16	12899401054	2197848449
1777271287	2.44	3.26	3.24	1849	6087	16	12899506449	2198219434
1777271298	2.54	3.26	3.24	1904	6032	16	12903468507	2198954807
1777271310	2.90	3.31	3.26	1907	6029	16	12907453380	2199774821
1777271321	2.65	3.23	3.23	1913	6023	16	12909996285	2200364469
1777271332	2.32	3.14	3.20	1943	5994	16	12910052823	2200614278
1777271344	2.04	3.06	3.17	1922	6014	16	12912143225	2201187108
1777271355	2.39	3.10	3.19	1921	6015	16	12916095918	2201957544
1777271367	2.27	3.05	3.17	1918	6018	16	12920083246	2202729335
1777271378	1.92	2.95	3.13	1916	6020	16	12920633599	2203039557
1777271389	1.70	2.86	3.10	1920	6016	16	12920700231	2203332463
1777271400	1.82	2.84	3.09	1944	5992	16	12924795136	2204140807
1777271412	2.66	2.98	3.13	1936	6000	16	12928788814	2204887259
1777271424	2.40	2.91	3.11	1935	6002	16	12931215426	2205495331
1777271435	2.03	2.81	3.08	1920	6016	16	12931271685	2205745228
1777271446	1.65	2.69	3.03	1927	6010	16	12933149073	2206310910
1777271458	1.39	2.60	3.00	1904	6033	16	12937151541	2207048305
1777271469	1.89	2.67	3.01	1898	6038	16	12941322589	2207861472
1777271481	2.02	2.66	3.01	1917	6020	16	12941855782	2208171309
1777271492	1.71	2.58	2.98	1921	6016	16	12941922092	2208463954
1777271503	2.00	2.61	2.98	1905	6031	16	12945842999	2209232550
1777271515	2.07	2.60	2.98	1912	6025	16	12949834707	2210004319
1777271526	2.62	2.70	3.00	1909	6027	16	12952431030	2210596231
1777271537	2.37	2.65	2.98	1921	6015	16	12952487495	2210846262
