ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777273556	1.83	2.32	2.17	1480	6456	15	13868017260	2292287735
1777273567	2.40	2.42	2.20	1500	6436	15	13893928950	2292940393
1777273578	2.66	2.47	2.22	1484	6452	15	13917877463	2293583404
1777273589	2.95	2.54	2.25	1478	6459	15	13942136771	2294155831
1777273600	2.95	2.56	2.26	1482	6455	15	13966343807	2294495636
1777273611	2.96	2.57	2.26	1485	6451	15	13990805364	2294796845
1777273621	2.79	2.56	2.27	1486	6450	15	14004632425	2294997593
1777273632	2.36	2.47	2.24	1522	6414	15	14007794590	2295170799
1777273643	2.47	2.49	2.25	1496	6441	15	14032837515	2295819951
1777273654	2.64	2.53	2.26	1490	6447	15	14056614089	2296453718
1777273665	2.77	2.56	2.28	1492	6444	15	14080011487	2296984293
1777273676	3.17	2.65	2.31	1507	6429	15	14105575065	2297296597
1777273686	2.90	2.62	2.31	1490	6446	15	14130011613	2297591945
1777273697	2.68	2.58	2.30	1510	6427	15	14141913231	2297774709
1777273708	2.27	2.50	2.27	1493	6443	15	14146988594	2297971460
1777273719	2.14	2.47	2.26	1506	6430	15	14172445558	2298615542
1777273730	1.97	2.42	2.25	1506	6430	15	14196782870	2299285664
1777273741	1.74	2.35	2.23	1495	6441	15	14220721293	2299738854
1777273751	1.80	2.34	2.23	1500	6436	15	14245840909	2300036599
1777273762	1.53	2.26	2.20	1506	6431	15	14272166382	2300335916
1777273773	1.36	2.20	2.18	1507	6429	15	14282249227	2300498512
1777273784	1.39	2.18	2.18	1505	6431	15	14288281362	2300745615
1777273795	1.25	2.12	2.16	1505	6431	15	14312185465	2301417053
1777273806	1.13	2.07	2.14	1483	6454	15	14336016836	2302093924
1777273816	1.11	2.01	2.12	1503	6433	15	14360094277	2302604074
1777273827	1.02	1.96	2.10	1513	6423	15	14385975537	2302954294
1777273838	0.86	1.90	2.08	1493	6444	15	14410313041	2303291209
1777273849	0.95	1.88	2.07	1503	6434	15	14418503024	2303453966
1777273860	0.80	1.82	2.05	1496	6441	15	14424802895	2303688907
1777273871	0.68	1.76	2.03	1502	6435	15	14449933698	2304328371
1777273881	0.53	1.68	1.99	1499	6438	15	14474357951	2304956705
1777273892	0.45	1.62	1.97	1494	6442	15	14500053106	2305468865
1777273903	0.38	1.57	1.95	1506	6430	15	14524641414	2305756474
1777273914	0.39	1.53	1.94	1507	6429	15	14549370022	2306046179
1777273925	0.41	1.50	1.92	1502	6434	15	14558063757	2306192990
