ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777269449	1.78	1.56	1.74	1800	6137	16	12045940634	2041565132
1777269460	1.59	1.53	1.73	1835	6101	16	12047015794	2043993519
1777269472	1.43	1.50	1.71	1871	6065	16	12051960301	2044608149
1777269483	1.89	1.60	1.74	1866	6070	16	12067280739	2045660246
1777269494	2.98	1.84	1.82	1886	6051	16	12083559816	2046744558
1777269506	2.86	1.88	1.83	1859	6077	16	12087971994	2047231231
1777269517	2.50	1.83	1.82	1862	6075	16	12088036321	2047515135
1777269529	2.63	1.89	1.84	1870	6066	16	12100874099	2048424252
1777269540	3.23	2.04	1.89	1863	6073	16	12116249612	2049489161
1777269551	4.18	2.33	1.99	1870	6067	16	12128890267	2050391049
1777269562	3.69	2.28	1.97	1891	6045	16	12128948773	2050647385
1777269574	3.64	2.32	1.99	1869	6067	16	12134137030	2051225827
1777269585	3.93	2.45	2.04	1872	6064	16	12149421954	2052307398
1777269597	4.19	2.55	2.08	1873	6063	16	12164873461	2053340105
1777269608	4.36	2.65	2.11	1863	6074	16	12169878671	2053907867
1777269619	3.69	2.56	2.09	1862	6074	16	12169943103	2054192172
1777269630	3.53	2.58	2.10	1854	6082	16	12182240041	2055097925
1777269642	3.38	2.58	2.11	1870	6066	16	12197625164	2056138246
1777269654	3.31	2.59	2.12	1865	6071	16	12210803819	2057071536
1777269665	2.80	2.51	2.09	1864	6073	16	12210862075	2057327635
1777269676	2.18	2.38	2.06	1871	6065	16	12214870054	2057840270
1777269687	2.52	2.45	2.09	1870	6067	16	12230269154	2058884042
1777269699	3.13	2.59	2.13	1888	6048	16	12246544089	2059956829
1777269711	3.48	2.70	2.18	1871	6065	16	12251785600	2060530638
