ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777270970	2.20	3.15	3.16	1857	6079	16	12793824837	2178126590
1777270981	2.22	3.11	3.15	1871	6065	16	12794914351	2180566424
1777270992	1.95	3.02	3.12	1855	6081	16	12794990886	2180900718
1777271004	2.57	3.12	3.15	1934	6002	16	12802738607	2181762234
1777271015	3.20	3.23	3.19	1929	6007	16	12810557533	2182673948
1777271027	3.01	3.19	3.17	1947	5990	16	12815538593	2183320353
1777271038	2.94	3.17	3.17	1962	5975	16	12815595217	2183569576
1777271050	3.05	3.18	3.17	1941	5995	16	12819742472	2184191764
1777271061	4.12	3.40	3.24	1942	5994	16	12827523422	2185055183
1777271072	4.79	3.57	3.30	1950	5986	16	12835308894	2185918681
1777271084	4.05	3.45	3.26	1962	5975	16	12836215888	2186237170
1777271095	3.43	3.34	3.23	1960	5977	16	12836325504	2186565126
1777271106	4.22	3.52	3.29	1947	5989	16	12844176471	2187390911
1777271118	4.11	3.52	3.29	1941	5995	16	12852024832	2188252428
1777271129	3.48	3.40	3.26	1947	5989	16	12856821842	2188892398
1777271141	2.94	3.29	3.22	1954	5983	16	12856878361	2189141493
1777271152	3.52	3.39	3.26	1953	5983	16	12861051505	2189764127
1777271163	3.75	3.45	3.27	1934	6002	16	12868857708	2190626358
1777271175	4.16	3.55	3.31	1942	5994	16	12876646288	2191489163
1777271186	3.37	3.40	3.27	1946	5991	16	12877497284	2191804867
1777271197	2.93	3.31	3.24	1935	6002	16	12878198759	2192150338
1777271209	4.03	3.53	3.31	1955	5982	16	12885958689	2193011119
1777271221	4.80	3.73	3.38	1933	6003	16	12893790437	2193874838
1777271232	4.74	3.76	3.39	1961	5975	16	12898114128	2194500508
1777271243	4.01	3.63	3.35	1954	5982	16	12898170441	2194749630
