ts	repeat	pod	cpu	mem
1777259308	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259308	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259308	1	postgres-0	15m	314Mi
1777259310	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259310	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259310	1	postgres-0	15m	314Mi
1777259311	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259311	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259311	1	postgres-0	15m	314Mi
1777259312	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259312	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259312	1	postgres-0	15m	314Mi
1777259313	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259313	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259313	1	postgres-0	15m	314Mi
1777259314	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259314	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259314	1	postgres-0	15m	314Mi
1777259315	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259315	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259315	1	postgres-0	15m	314Mi
1777259316	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259316	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259316	1	postgres-0	15m	314Mi
1777259317	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259317	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259317	1	postgres-0	15m	314Mi
1777259318	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259318	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259318	1	postgres-0	15m	314Mi
1777259319	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259319	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259319	1	postgres-0	15m	314Mi
1777259320	1	hermod-coordinator-6887cd9779-f4wzn	788m	94Mi
1777259320	1	nanomq-6bc89685bf-zfdsx	1m	1Mi
1777259320	1	postgres-0	15m	314Mi
1777259321	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259321	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259321	1	postgres-0	71m	315Mi
1777259322	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259322	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259322	1	postgres-0	71m	315Mi
1777259323	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259323	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259323	1	postgres-0	71m	315Mi
1777259324	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259324	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259324	1	postgres-0	71m	315Mi
1777259325	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259325	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259325	1	postgres-0	71m	315Mi
1777259326	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259326	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259326	1	postgres-0	71m	315Mi
1777259328	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259328	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259328	1	postgres-0	71m	315Mi
1777259329	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259329	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259329	1	postgres-0	71m	315Mi
1777259330	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259330	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259330	1	postgres-0	71m	315Mi
1777259331	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259331	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259331	1	postgres-0	71m	315Mi
1777259332	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259332	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259332	1	postgres-0	71m	315Mi
1777259333	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259333	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259333	1	postgres-0	71m	315Mi
1777259334	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259334	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259334	1	postgres-0	71m	315Mi
1777259335	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
1777259335	1	nanomq-6bc89685bf-zfdsx	64m	1Mi
1777259335	1	postgres-0	71m	315Mi
1777259336	1	hermod-coordinator-6887cd9779-f4wzn	420m	121Mi
