ts	pid	vm_rss_kb	vm_size_kb	threads	rchar	wchar	read_bytes	write_bytes
1777259279	1	129372	8384680	18	359531	4411	0	4096
1777259290	1	163064	8532320	20	380344	165059	0	4096
1777259301	1	181564	8532316	20	405558	335343	0	4096
1777259313	1	215092	8534108	20	432494	335343	0	4096
1777259324	1	225164	8607924	21	506675	335352	0	4096
1777259336	1	233436	8607920	21	562160	335352	0	4096
1777259347	1	232772	8607880	19	564007	335352	0	4096
1777259359	1	232788	8607872	19	564009	335384	0	4096
1777259370	1	241824	8607876	19	636374	335384	0	4096
1777259381	1	234944	8607880	19	689528	335384	0	4096
1777259392	1	236832	8607876	19	719812	335384	0	4096
1777259404	1	236860	8607852	18	719812	335384	0	4096
1777259415	1	245540	8829380	24	742904	335475	0	4096
1777259427	1	242120	8903188	25	815345	335490	0	4096
1777259438	1	228352	8903188	25	870352	335506	0	4096
1777259449	1	232036	8903188	25	874049	335522	0	4096
1777259460	1	232180	8903120	22	874050	335538	0	4096
1777259472	1	237336	8886556	20	925413	335554	0	4096
1777259484	1	241324	8886556	20	995997	335570	0	4096
1777259495	1	252252	8886556	20	1024441	335602	0	4096
1777259506	1	252280	8886560	20	1024442	335618	0	4096
1777259517	1	262504	8886532	19	1047342	335618	0	4096
1777259529	1	235724	8878280	19	1121581	335634	0	4096
1777259541	1	238360	8878276	19	1176617	335650	0	4096
1777259552	1	238256	8878252	18	1182155	335650	0	4096
