ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777256555	1.00	1.37	1.74	1547	6389	15	9100970960	1337130846
1777256567	1.47	1.46	1.76	1588	6348	15	9102062444	1339533835
1777256578	1.14	1.39	1.73	1596	6340	15	9102145809	1339844795
1777256589	1.56	1.47	1.76	1656	6280	15	9104253520	1340513279
1777256601	1.40	1.44	1.74	1625	6311	15	9106279165	1341144649
1777256612	1.55	1.47	1.75	1632	6305	15	9107565292	1341642694
1777256623	1.27	1.42	1.73	1644	6293	15	9107620967	1341851926
1777256634	1.16	1.39	1.71	1640	6297	15	9108631648	1342338932
1777256645	1.05	1.36	1.70	1649	6288	15	9110648736	1342969974
1777256657	0.89	1.31	1.68	1672	6264	15	9112750013	1343639079
1777256668	0.76	1.26	1.66	1659	6278	15	9113117683	1343928481
1777256679	0.64	1.22	1.64	1663	6273	15	9113183159	1344171506
1777256691	0.70	1.21	1.63	1669	6267	15	9115092556	1344832422
1777256702	0.68	1.19	1.62	1654	6282	15	9117108174	1345462418
1777256713	1.22	1.29	1.65	1655	6281	15	9118612805	1346002342
1777256724	1.03	1.25	1.63	1681	6255	15	9118668643	1346211729
1777256736	0.87	1.21	1.61	1670	6266	15	9119540556	1346658843
1777256747	0.74	1.17	1.60	1658	6278	15	9121547232	1347288456
1777256758	1.26	1.26	1.62	1676	6260	15	9123564222	1347952949
1777256769	1.07	1.22	1.60	1667	6270	15	9124160033	1348285815
1777256780	0.90	1.18	1.58	1673	6263	15	9124223490	1348521125
1777256792	1.43	1.29	1.61	1691	6246	15	9125986443	1349149656
1777256803	1.55	1.32	1.62	1646	6291	15	9128009176	1349780876
1777256815	1.61	1.34	1.63	1663	6273	15	9129657513	1350388204
1777256826	1.44	1.31	1.61	1667	6269	15	9129715035	1350604940
