ts	load1	load5	load15	mem_used_mib	mem_avail_mib	disk_used_pct	net_rx_mb	net_tx_mb
1777272364	0.80	1.00	1.98	1495	6442	15	13075775646	2243522720
1777272375	0.68	0.96	1.96	1504	6432	15	13077680094	2244009996
1777272385	0.57	0.93	1.94	1504	6432	15	13079588777	2244498458
1777272396	0.74	0.95	1.93	1514	6422	15	13081079216	2244868011
1777272407	0.63	0.92	1.91	1519	6418	15	13081109813	2244941825
1777272418	0.61	0.90	1.89	1506	6431	15	13082748503	2245385513
1777272429	0.59	0.89	1.88	1502	6434	15	13084659479	2245874210
1777272440	0.57	0.88	1.86	1499	6437	15	13086449568	2246324694
1777272450	0.48	0.85	1.84	1505	6432	15	13086480113	2246398551
1777272461	0.44	0.82	1.82	1497	6439	15	13087751051	2246800813
1777272472	0.37	0.80	1.80	1527	6409	15	13089749582	2247327794
1777272483	0.32	0.77	1.78	1498	6439	15	13091665588	2247817004
1777272494	0.27	0.74	1.76	1495	6442	15	13091850178	2247896849
1777272505	0.31	0.73	1.75	1492	6444	15	13092837354	2248213245
1777272515	0.89	0.84	1.77	1496	6440	15	13094747839	2248702195
1777272526	0.97	0.87	1.76	1493	6443	15	13096663526	2249190873
1777272537	0.82	0.84	1.74	1521	6415	15	13097225642	2249353778
1777272548	0.77	0.83	1.73	1500	6436	15	13097924226	2249590695
1777272559	0.80	0.83	1.72	1496	6441	15	13099843361	2250080878
1777272570	0.68	0.80	1.70	1503	6434	15	13101763319	2250604555
1777272580	0.65	0.79	1.69	1502	6435	15	13102598816	2250846805
