ts	repeat	pod	cpu	mem
1777261458	1	hermod-coordinator-59db9d9545-mdhwd	668m	78Mi
1777261458	1	nanomq-69c57c9f57-w85cr	1m	1Mi
1777261458	1	postgres-0	143m	320Mi
1777261460	1	hermod-coordinator-59db9d9545-mdhwd	668m	78Mi
1777261460	1	nanomq-69c57c9f57-w85cr	1m	1Mi
1777261460	1	postgres-0	143m	320Mi
1777261461	1	hermod-coordinator-59db9d9545-mdhwd	668m	78Mi
1777261461	1	nanomq-69c57c9f57-w85cr	1m	1Mi
1777261461	1	postgres-0	143m	320Mi
1777261462	1	hermod-coordinator-59db9d9545-mdhwd	668m	78Mi
1777261462	1	nanomq-69c57c9f57-w85cr	1m	1Mi
1777261462	1	postgres-0	143m	320Mi
1777261463	1	hermod-coordinator-59db9d9545-mdhwd	668m	78Mi
1777261463	1	nanomq-69c57c9f57-w85cr	1m	1Mi
1777261463	1	postgres-0	143m	320Mi
1777261464	1	hermod-coordinator-59db9d9545-mdhwd	668m	78Mi
1777261464	1	nanomq-69c57c9f57-w85cr	1m	1Mi
1777261464	1	postgres-0	143m	320Mi
1777261465	1	hermod-coordinator-59db9d9545-mdhwd	668m	78Mi
1777261465	1	nanomq-69c57c9f57-w85cr	1m	1Mi
1777261465	1	postgres-0	143m	320Mi
1777261466	1	hermod-coordinator-59db9d9545-mdhwd	668m	78Mi
1777261466	1	nanomq-69c57c9f57-w85cr	1m	1Mi
1777261466	1	postgres-0	143m	320Mi
1777261467	1	hermod-coordinator-59db9d9545-mdhwd	404m	94Mi
1777261467	1	nanomq-69c57c9f57-w85cr	160m	2Mi
1777261467	1	postgres-0	85m	328Mi
1777261468	1	hermod-coordinator-59db9d9545-mdhwd	404m	94Mi
1777261468	1	nanomq-69c57c9f57-w85cr	160m	2Mi
1777261468	1	postgres-0	85m	328Mi
1777261469	1	hermod-coordinator-59db9d9545-mdhwd	404m	94Mi
1777261469	1	nanomq-69c57c9f57-w85cr	160m	2Mi
1777261469	1	postgres-0	85m	328Mi
1777261470	1	hermod-coordinator-59db9d9545-mdhwd	404m	94Mi
1777261470	1	nanomq-69c57c9f57-w85cr	160m	2Mi
1777261470	1	postgres-0	85m	328Mi
1777261471	1	hermod-coordinator-59db9d9545-mdhwd	404m	94Mi
1777261471	1	nanomq-69c57c9f57-w85cr	160m	2Mi
1777261471	1	postgres-0	85m	328Mi
1777261472	1	hermod-coordinator-59db9d9545-mdhwd	404m	94Mi
1777261472	1	nanomq-69c57c9f57-w85cr	160m	2Mi
1777261472	1	postgres-0	85m	328Mi
1777261473	1	hermod-coordinator-59db9d9545-mdhwd	404m	94Mi
1777261473	1	nanomq-69c57c9f57-w85cr	160m	2Mi
1777261473	1	postgres-0	85m	328Mi
1777261474	1	hermod-coordinator-59db9d9545-mdhwd	404m	94Mi
1777261474	1	nanomq-69c57c9f57-w85cr	160m	2Mi
1777261474	1	postgres-0	85m	328Mi
